work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,scale_relationship,core_gate,human_review_priority,human_review_reason
work_2c969b3a386cee5f,414d1e9ff6f0b07aeb8ef866d85f4f568bb89153,unresolved,1,414d1e9ff6f0b07aeb8ef866d85f4f568bb89153,Revisiting the functional anatomy of the human brain: Toward a meta-networking theory of cerebral functions.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ca5e03a33c4bbb525be2c1ddc42092abae9c648732c096debb55720f4c6051d1,batch_007,out_of_scope,[],0.9,"brain connectome, like many networks, is highly modular... meta-networking theory",Macro connectome review/theory without nanoscale focus.,['generic_network_neuroscience'],unclear,not_applicable,True,random_high_confidence_exclusion_audit
work_2cc0677e9c1d540a,b1858345a3fec94add4765ae53fb00ee4a4bb2cb,core_audit,1,b1858345a3fec94add4765ae53fb00ee4a4bb2cb,Vision and Locomotion Shape the Interactions between Neuron Types in Mouse Visual Cortex,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,7b72f28d0039adfd706861ffb9f52999483c52c24fe1cf737310ffd9287543de,batch_007,adjacent_relevant,"['biological_application', 'synapse_inference']",0.8,circuit model could reproduce each cell type's activity from the measured activity of other cell types... mouse V1,In vivo/ex vivo circuit connectivity modeling in mouse V1.,[],unclear,not_applicable,True,low_confidence
work_2cd8a8967328e13a,cf4223e54e1c05412b05445792d6aaa504bddd4b,core_audit,1,cf4223e54e1c05412b05445792d6aaa504bddd4b,A perspective on C. elegans neurodevelopment: from early visionaries to a booming neuroscience research,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a04434de7fef20f22a8a2a117508c3b43db2ecada382b52a2ee2fd0f68999d6f,batch_007,adjacent_relevant,['biological_application'],0.83,"C. elegans was mapped at the level of genes, cells, and synapses, providing the first metazoan with a complete cell lineage, sequenced genome, and connectome",Review of C. elegans connectome neurodevelopment context.,[],nanoscale_only,not_applicable,True,low_confidence
work_2d23fc156da4f7ce,4d5bfda90546e3088c1d726f6bb8a14e45f8ec45,unresolved,1,4d5bfda90546e3088c1d726f6bb8a14e45f8ec45,TraceMontage: a Method for Merging Multiple Independent Neuronal Traces,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a6a1ee4c62a115f392021feee68085280372add6284077fd0229c62fb5efe3cb,batch_007,role_bridge,"['reconstruction_segmentation', 'proofreading_qc']",0.78,TraceMontage... combination of multiple neuron traces... connectomics scale to increasingly larger neural systems,Tool for merging neuronal traces toward connectome-scale reconstruction.,[],nanoscale_only,not_applicable,True,low_confidence
work_2d5170d4591ffa30,50d8443905ec20675788f3043079268aa18236d2,role_bridge,1,50d8443905ec20675788f3043079268aa18236d2,Ultramicroscopy: three-dimensional visualization of neuronal networks in the whole mouse brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,086a184e28914d4c0d459df9c493bb3d1dfe16bb6992bc15cb14b367e246e98f,batch_007,role_bridge,"['acquisition_preparation', 'alternative_modality']",0.8,ultramicroscopy... allows optical sectioning of fixed mouse brains with cellular resolution... dendritic trees and spines,Light-sheet ultramicroscopy for 3D neuronal mapping.,[],unclear,not_applicable,True,low_confidence
work_2d9db6a73a195b1d,8594b6b68a0149159ffc1916a877335886e93935,core_audit,1,8594b6b68a0149159ffc1916a877335886e93935,Generation of dense statistical connectomes from sparse morphological data,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,48648d66590282549005f9f1c8ee94b75388ab61cac11b0a2f9b99dba17f34c6,batch_007,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.82,generate an average dense model of the neuronal circuitry... measure synaptic innervation between all neurons within the model,In silico dense statistical connectome from sparse morphological data.,[],nanoscale_only,not_applicable,True,low_confidence
work_2dd964b0e399a1fe,15fe5ef22f9264a29a6b22063b990435edc17b6a,core_audit,1,15fe5ef22f9264a29a6b22063b990435edc17b6a,From Cajal to Connectome and Beyond.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,f1fb89982ada5545a56c3c667fd5600f49b6b5b888e09abdb918c0dd15dc0120,batch_007,adjacent_relevant,['biological_application'],0.8,"connectome, a complete matrix of structural connections... macroconnections... mesoconnections... microconnections... nanoconnections at synapses",Historical review spanning connectome levels including synaptic/nanoscale.,[],multi_scale_bridging,not_applicable,True,low_confidence
work_2df062ae66c16e94,70ee6cd69bcebf25b6dfd99b5d905768bb5d2e3f,unresolved,1,70ee6cd69bcebf25b6dfd99b5d905768bb5d2e3f,Community Detection and Classification in Hierarchical Stochastic Blockmodels,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,90440310842ab20d9d3b1f0518d08525a5605dcef494292478eb779b83a35e34,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.81,locating similar sub-communities in a partially reconstructed Drosophila connectome,Community detection applied to partial Drosophila connectome.,[],nanoscale_only,not_applicable,True,low_confidence
work_2e135d4ee49a93d1,2865fc9ecc2781b09e630de3016836d059cc8412,unresolved,1,2865fc9ecc2781b09e630de3016836d059cc8412,From the Connectome to the Synaptome: An Epic Love Story,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,83e5c033bd11217e30326e1b0b7dd2cfd102103241fde3e7c4f364e4a140e449,batch_007,adjacent_relevant,['biological_application'],0.76,"From the Connectome to the Synaptome... connectivity at the ultrastructural level, the synaptome",Conceptual review linking connectome to synaptome/ultrastructure.,[],nanoscale_only,not_applicable,True,low_confidence
work_2e3c833ccaacbeed,7a2562a7617f1da2613fa2a9710b30f817e61fcd,core_audit,1,7a2562a7617f1da2613fa2a9710b30f817e61fcd,Development of Functional Connectome Gradients during Childhood and Adolescence,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ca164bf6861ae23749d0b1c8307fbe1e6b879285ec18b3730f1e1731705309a9,batch_007,out_of_scope,[],0.92,longitudinal resting-state functional magnetic resonance imaging data from 305 children... maturation of the core connectome gradient,Developmental rs-fMRI functional connectome gradients.,['resting_state_or_functional_connectivity'],macro_only,not_applicable,True,core_noise_audit
work_2e8cffa3e3b6ba52,cdf593cecca0db6dab12efb09b0b67cff9d02b95,core_audit,1,cdf593cecca0db6dab12efb09b0b67cff9d02b95,Activity regulates brain development in the fly.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,3615e41dbbeebd4577ab2fa0e7c88915db98444fb7c498873464337b0f277f07,batch_007,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.82,activity during development also contributes to circuit assembly in the fly... specify the connectome,Developmental biology review of activity-dependent fly circuit assembly; connectome mentioned but no wiring reconstruction.,[],nanoscale_only,not_applicable,True,low_confidence
work_2ebee200d32da75a,a7ea8f35a2939c4add96445f9128e41598ba8de8,core_audit,1,a7ea8f35a2939c4add96445f9128e41598ba8de8,Raising the Connectome: The Emergence of Neuronal Activity and Behavior in Caenorhabditis elegans,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ee0d4591a8862288d0308deca5eb881f39c2034092209bc12b94b425185f863f,batch_007,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.8,Raising the Connectome: The Emergence of Neuronal Activity and Behavior in Caenorhabditis elegans... connectogenetic process,Opinion on C. elegans connectogenesis modeling; conceptual developmental framing without EM wiring-map work.,[],nanoscale_only,not_applicable,True,low_confidence
work_2ec79d56c2b3433b,96a8c13da323a48a78a2644d609b799702538e4b,unresolved,1,96a8c13da323a48a78a2644d609b799702538e4b,Bottleneck capacity of random graphs for connectomics,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_2ed4c3dcef8226c3,65152afe85ce1c510ec20e70494f390b8bfcf4fd,unresolved,1,65152afe85ce1c510ec20e70494f390b8bfcf4fd,Explainable fMRI‐based brain decoding via spatial temporal‐pyramid graph convolutional network,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,5e32ec014b0b1a53498451b8dec5624066175e327e64b162009b847dc852d521,batch_007,out_of_scope,[],0.92,fMRI-based brain decoding... Human Connectome Project (HCP) S1200,HCP fMRI task decoding with graph CNN.,"['generic_machine_learning', 'resting_state_or_functional_connectivity']",macro_only,not_applicable,True,random_high_confidence_exclusion_audit
work_2edafa9fb5f29e82,65a8a3cc4c26aa08d77d3ad6b3b3394e572920d7,core_audit,1,65a8a3cc4c26aa08d77d3ad6b3b3394e572920d7,A single-cell resolution gene expression atlas of the larval zebrafish brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,493874810114a4468b955f2bbda7459f7101f27d3df09ec7511f6ed305763f24,batch_007,adjacent_relevant,['biological_application'],0.77,cellular-resolution gene expression atlas... integrated into the Max Planck Zebrafish Brain (mapzebrain) atlas... synaptic connectivity,Zebrafish atlas integrating gene expression with connectivity/tracing.,[],nanoscale_only,not_applicable,True,low_confidence
work_2f3e497ffaa5e9d7,866b82ca4de416241fd08f2b56a22b6b6c2941da,core_audit,1,866b82ca4de416241fd08f2b56a22b6b6c2941da,Volume electron microscopy: taking the measure of cells in 3D,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,d21a626b6f05b31c49b461114f014a320367eed6635df831e6ecc77766ad785f,batch_007,adjacent_relevant,"['acquisition_preparation', 'reconstruction_segmentation']",0.84,Volume electron microscopy or volume EM (vEM)... key discoveries in neuronal wiring diagrams (connectomics),"Volume EM methods review for 3D ultrastructure; adjacent imaging science, not connectomics pipeline or graph analysis.",[],nanoscale_only,not_applicable,True,low_confidence
work_2f409874ec73fe00,04a384c446b8392e320405848fd58f3e8a5aa55c,unresolved,1,04a384c446b8392e320405848fd58f3e8a5aa55c,Toward the Drosophila connectome: structural analysis of the brain network,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,3f12ee29d969fceea82992702e6011ef4c4c0e3569fdc99fdfda258d635e7712,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.8,network architecture of the Drosophila connectome at the mesoscopic scale... FlyCircuit database,Mesoscopic Drosophila connectivity network from single-neuron data.,[],nanoscale_only,not_applicable,True,low_confidence
work_2f433407fb707ab5,6388cd94656dfab092f1fdd7857c0e7a778964cb,unresolved,1,6388cd94656dfab092f1fdd7857c0e7a778964cb,An algorithm to model the non-random connectome of cortical circuitry,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,47b95aaa317239b5a93b05528be00ee8c609252b6a4ccd6756f209ce3ce76fc7,batch_007,uncertain,[],0.55,"graph model that matches non-random structure characterized and described as relevant in biological neuronal networks... fit to complex, biologically relevant reference connectomes",Computational graph model for cortical connectivity; unclear nanoscale connectomics scope from abstract.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_2ff133b450151f26,86a71f82f66bb339c6aeca880748c896c712d9da,role_bridge,1,86a71f82f66bb339c6aeca880748c896c712d9da,"Architectural organization of ∼1,500-neuron modular minicolumnar disinhibitory circuits in healthy and Alzheimer's cortices.",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,de828ad575f9c310bc039848ea39b85df8f2fb9acd25849fc0c036c111166aaa,batch_007,adjacent_relevant,"['biological_application', 'synapse_inference']",0.82,architectural reconstruction of complex cortical circuits... octuple-sexdecuple whole-cell patch-clamp recording system,Large-scale cortical circuit architecture via paired recordings.,[],nanoscale_only,not_applicable,True,low_confidence
work_2ff20dedc643aaf0,9008829e10aefdda5c7c128d593abc418e172a5d,core_audit,1,9008829e10aefdda5c7c128d593abc418e172a5d,Inferring Synaptic Connectivity from Spatio-Temporal Spike Patterns,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,5d8fe931e2dec37ee88de38a6fc08590c76a4a2aba8732430728020fdf3124d9,batch_007,adjacent_relevant,"['structure_function_modeling', 'synapse_inference']",0.79,explicit method for reconstructing interaction networks of leaky integrate-and-fire neurons from the spike patterns,Network inference from neural spike data; adjacent synaptic connectivity inference.,[],nanoscale_only,not_applicable,True,low_confidence
work_302bd2eb29e0c597,34e12459e8a75c6f36b7944f91a43e805fb89ab4,core_audit,1,34e12459e8a75c6f36b7944f91a43e805fb89ab4,Cortical cell assemblies and their underlying connectivity: An in silico study,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,e7da75c4ccedfd29fae6049cd58c5d54465ee8db88e52ed37ba7e6e84cb59f06,batch_007,out_of_scope,[],0.86,"simulation-based approach, using a detailed, large-scale cortical network model... functional cell assemblies",Large-scale cortical simulation without connectomics reconstruction.,['generic_network_neuroscience'],unclear,not_applicable,True,core_noise_audit
work_3071a936cc0cf634,a77c88a7339ed193e7e1f0c7239d85f4967183af,core_audit,1,a77c88a7339ed193e7e1f0c7239d85f4967183af,Glial syncytial control fields and the low-frequency resonome of the human brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ef4f1735ee81ec7fcecdfadfe7a8ce03c50238bf54900a61e9adfe9ce790d53c,batch_007,out_of_scope,[],0.88,framework is related to neural-field and connectome models... low-frequency resonome of the human brain,Theoretical glial control of macro brain oscillations; not nanoscale connectomics.,"['ambiguous_connectome_usage', 'generic_network_neuroscience']",unclear,not_applicable,True,core_noise_audit
work_30755daec3a98a3c,0e75c13dbb5f0f94775f44d8f4983b0a7a5d6b0c,core_audit,2,0e75c13dbb5f0f94775f44d8f4983b0a7a5d6b0c;4c0041c17baecc14381ca022c1b13bf006b7f340,Spectral peculiarity and criticality of a human connectome.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,c24239205798050116bfa1c3c3e12eb5188da27dcac0a4202b73221dee51cde5,batch_007,adjacent_relevant,['network_science'],0.78,comparative spectral analysis of structural connectomes for various organisms using open-access data,Spectral analysis comparing structural connectomes across organisms.,[],multi_scale_bridging,not_applicable,True,low_confidence
work_308f5478abdb4fa4,9e35dd68e1ba99015f0250f32f288b5240c069ea,unresolved,1,9e35dd68e1ba99015f0250f32f288b5240c069ea,Two-sample Hypothesis Testing for Random Dot Product Graphs via Adjacency Spectral Embedding,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a6baee2a4ea7d64b02fc4a240f9ad7a37cc238bdefef65a93edf08428031155c,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.8,"distinguish between scans from different subjects; and in the C.elegans connectome, we are able to distinguish between chemical and electrical networks",Graph hypothesis test distinguishing C. elegans chemical vs electrical networks.,[],nanoscale_only,not_applicable,True,low_confidence
work_30ab633401383953,059df67ee506c4a9d865c67da2d80a07bf954071,unresolved,1,059df67ee506c4a9d865c67da2d80a07bf954071,Semi-Automatic Correction of 3D Tubular Structure Skeletons via Component-Wise MST and Filtered Delaunay Triangulation,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,759b795d790b12ced2a9a5edb9d50a848be03d6208ab779e208e0e95bc7820e5,batch_007,role_bridge,"['reconstruction_segmentation', 'proofreading_qc']",0.75,Skeletonization of tubular structures from 3D imaging is essential for tasks such as... neural connectomes,Semi-automatic skeleton correction tool applicable to connectomics.,[],nanoscale_only,not_applicable,True,low_confidence
work_30b183a150c2351a,259bd88700223dd433a319ae5ad0734c23617fb6,unresolved,1,259bd88700223dd433a319ae5ad0734c23617fb6,Controlling Reciprocity in Binary and Weighted Networks: A Novel Density-Conserving Approach,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ba54bd4cc679773d51cd4b5d0bde35698070ce8e4cf9e439ab975c6c5e46e2d0,batch_007,role_bridge,['network_science'],0.72,test these algorithms on synthetic benchmark networks... as well as brain connectivity maps (connectomes) from various species,Network reciprocity control tested on connectomes among other graphs.,[],nanoscale_only,not_applicable,True,low_confidence
work_30b9fcdedb89207a,3c5eeb8adfbe5c63209be63e51e8914882c4c90b,core_audit,1,3c5eeb8adfbe5c63209be63e51e8914882c4c90b,Quantifying Mesoscale Neuroanatomy Using X-Ray Microtomography,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,b2c98c4f6367e48dbf5203b7652f1918b61e5e158026a6113aa85acef6f3f1df,batch_007,adjacent_relevant,"['acquisition_preparation', 'alternative_modality']",0.81,X-ray microtomography (µCT) for producing mesoscale brain maps... complementing other brain mapping and connectomics efforts,X-ray mesoscale brain mapping complementing connectomics.,[],multi_scale_bridging,not_applicable,True,low_confidence
work_30c6328fb5c37345,20891ef7913b2c1b21e9cc0de5436838910434f6,role_bridge,1,20891ef7913b2c1b21e9cc0de5436838910434f6,Registration of Histological Sections with Clinical Imaging : A Survey,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_3124a20f92cb886a,17a9502c7959985b7e71a1f4c86201421235032e,unresolved,1,17a9502c7959985b7e71a1f4c86201421235032e,Cell type-specific connectome predicts distributed working memory activity in the mouse brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,1b82e01a5c70831b86d94e7791531afd53b3d96cecf859bdadc1c24023c14b74,batch_007,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.82,large-scale model of the multiregional mouse brain... built on mesoscopic connectome data for interareal cortical connections,Mesoscopic mouse connectome-constrained working memory model.,[],multi_scale_bridging,not_applicable,True,low_confidence
work_31486f2a35f6fd01,5fad1fb02775c85812db66c12d2804577161091d,role_bridge,2,0125ee366d4613fb71105624548ed0fb1d3eca6c;5fad1fb02775c85812db66c12d2804577161091d,Connectome-based prediction of functional impairment in experimental stroke models,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,7fa6f370690671b0d791cd40da1c3bcf1126f6ea41269a065a32ba1fcbaada79,batch_007,role_bridge,"['structure_function_modeling', 'health_translation']",0.76,"analyzed for connection similarities, graph distances... based on the neuroVIISAS rat connectome",Rat mesoscale connectome model for stroke functional impairment.,[],multi_scale_bridging,not_applicable,True,low_confidence
work_3148739c75d1bc8a,71e927d327523bbdc8b82865a3114508d0476412,core_audit,1,71e927d327523bbdc8b82865a3114508d0476412,Neurological and psychiatric disorders as a neuroglial failure,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,1c2518b42cfa8df2145c1b2d6b5420f05cdada3f68345db9e30d72d0e63c73b3,batch_007,out_of_scope,[],0.85,maintenance of interneuronal connectome by oligodendroglia-dependent axonal myelination,Neuroglia review mentioning connectome broadly in health/disease context.,['generic_health_context'],unclear,not_applicable,True,core_noise_audit
work_3149f9ccabae6a58,12bdd7bbce3c5ccb7eadfbccf204ff3a9d71db06,core_audit,1,12bdd7bbce3c5ccb7eadfbccf204ff3a9d71db06,Graded Variation In Cortical T1w/T2w Myelination During Adolescence,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a36c0ac4b6707c1bedc26ea57668bdaf96a8e20a5428d3eec9d9da7100f65cf1,batch_007,out_of_scope,[],0.87,cortical T1w/T2w myelin mapping methods... Human Connectome Project in Development,Developmental cortical myelination mapping via HCP; not connectomics core.,['generic_network_neuroscience'],macro_only,not_applicable,True,core_noise_audit
work_3152d32968bdaeb1,d7ee59d1803f258e923eed6faef114a555730bb6,core_audit,1,d7ee59d1803f258e923eed6faef114a555730bb6,Suprachiasmatic VIP neurons are required for normal circadian rhythmicity and comprised of molecularly distinct subpopulations,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,464f866f6eeeda6d4d91ec22de944c9501e2b348eca803b1104e3a5d8da5bdd5,batch_007,out_of_scope,[],0.94,SCNVIP neurons are required for normal circadian rhythmicity... optogenetic-assisted circuit mapping,Hypothalamic circadian circuit neuroscience without connectomics reconstruction.,[],unclear,not_applicable,True,core_noise_audit
work_317560e823eea036,3e98c9a8630f7349384669ddffbbb0a54112a85a,unresolved,1,3e98c9a8630f7349384669ddffbbb0a54112a85a,"Human Brain Connectomics: Networks, Techniques, and Applications [Life Sciences]",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_318843cf74d33350,9e3b2ad1959e88b9e1bc4e3ea2b973d35c5df9f6,unresolved,1,9e3b2ad1959e88b9e1bc4e3ea2b973d35c5df9f6,New Challenges for Anatomists in the Era of Omics,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,cd302ea54fa6d3af0f046c26cb94cc15a773621fd8e701ad5800c880117545dc,batch_007,role_bridge,['training_outreach'],0.7,"omics such as radiomics, pathomics, and connectomics, supported by computer-assisted technologies",Review introducing connectomics among omics tools for anatomists.,[],unclear,not_applicable,True,low_confidence
work_318ed7e271ad3483,6e0a212c433b0930b59e64eecc4eeb610141162b,unresolved,1,6e0a212c433b0930b59e64eecc4eeb610141162b,Dense Recurrent Neural Networks for Inverse Problems: History-Cognizant Unrolling of Optimization Algorithms,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,68ff6ba437a41b0102acbd40f21103a1dbff9dfbdabf9016f58ab289d6942154,batch_007,out_of_scope,[],0.94,physics-driven deep learning (DL) methods... inverse problems in medical imaging,Medical imaging DL inverse problems; no connectomics.,['generic_machine_learning'],unclear,not_applicable,True,random_high_confidence_exclusion_audit
work_31ad8b8ed510352c,f724b443cafa64944921c8c6f65ff4389dd6e27d,unresolved,1,f724b443cafa64944921c8c6f65ff4389dd6e27d,Large brains: Big unknowns in cellular neuroscience.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,732b502c82eb6554da4162a42d9f35aa98783cc59b06f3777c08af51321cf29b,batch_007,uncertain,[],0.52,Cortical connectomics revealed an elaboration of disinhibitory motifs in human brains,Cellular neuroscience review with brief connectomics mention; insufficient nanoscale connectomics focus in abstract.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_31c0a0ed4efb50d0,4b844f70aef8c4300f663c41abab0a32f60b0d12,core_audit,1,4b844f70aef8c4300f663c41abab0a32f60b0d12,Longitudinal development of the human white matter structural connectome and its association with brain transcriptomic and cellular architecture,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,af774a663a2a3db2afcd8a3790f1b29a925c0fcf310c5c2f2ea27428527c5ad8,batch_007,out_of_scope,[],0.94,"longitudinal diffusion MRI cohort of 604 participants, we map the developmental trajectory of the white matter connectome",Developmental dMRI white matter connectome.,['diffusion_mri_or_tractography'],macro_only,not_applicable,True,core_noise_audit
work_31e342d0d3149cd8,0718afe9ef66c30aa0c05efede4e6a86ca92f4ed,core_audit,1,0718afe9ef66c30aa0c05efede4e6a86ca92f4ed,Functional specificity of local synaptic connections in neocortical networks,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,f08925ea808b05c8fb721b6a83351fcc4ae3c08d8e7a2edd67c5eac4ee52c4c8,batch_007,adjacent_relevant,"['synapse_inference', 'biological_application']",0.83,determine synaptic connectivity between nearby layer 2/3 pyramidal neurons in vitro... connection probability was related to the similarity of visually driven neuronal activity,Functional specificity of local synaptic connections (paired recording).,[],nanoscale_only,not_applicable,True,low_confidence
work_31fb04f37ca7ee17,3592cc6207e6e51118a12631f99611c8519dac87,core_audit,1,3592cc6207e6e51118a12631f99611c8519dac87,Multi-level block permutation,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,11529d2c3ceac7758e5f39716e808c84f22f2471d529390c95ecc5aae8ab7bec,batch_007,out_of_scope,[],0.86,permutation tests... applied to real data from the Human Connectome Project (HCP),Statistical permutation method using HCP as example.,['generic_network_neuroscience'],macro_only,not_applicable,True,core_noise_audit
work_323495406f39c0b9,3f25274e4c78c6de5a77ab4a867b4414995b9d95,unresolved,1,3f25274e4c78c6de5a77ab4a867b4414995b9d95,TUTORIAL: BRAIN CONNECTOME ANALYSIS WITH GRAPH NEURAL NETWORKS,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_3237794822a671c6,bc1f4cc61fd0cc82e7f13459843ae2a44a4ca070,core_audit,1,bc1f4cc61fd0cc82e7f13459843ae2a44a4ca070,Modality-specific circuits for skylight orientation in the fly visual system,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,c32be08192b1bd5c6d64afb7092b85b79ddefaeeb55ce0d4378f438aefc07473,batch_007,adjacent_relevant,"['biological_application', 'synapse_inference']",0.84,cellular and synaptic architecture in medulla columns located downstream of photoreceptors in the dorsal rim area (DRA)... synaptically connected to Dm-DRA1,Fly visual circuit synaptic architecture for skylight orientation.,[],nanoscale_only,not_applicable,True,low_confidence
work_32632f2c4700ef08,72595b6c9c51731762afd4c8a6252b6fc7857b70,core_audit,1,72595b6c9c51731762afd4c8a6252b6fc7857b70,Three-Dimensional Structure of Dendritic Spines Revealed by Volume Electron Microscopy Techniques,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a1016c02bb8e392c5eb4fe116eddeae4ef3ac30f3554303162a6aca6fb82955b,batch_008,adjacent_relevant,['acquisition_preparation'],0.84,volumetric imaging of synapses... serial section TEM... automated EM imaging,"Volume EM synaptology methods review; adjacent imaging science, not connectomics pipeline or wiring-graph work.",[],nanoscale_only,not_applicable,True,low_confidence
work_32b0dddba5ca9668,189f893da626e37c8aaee3522519ccc87ba1a8a2,role_bridge,1,189f893da626e37c8aaee3522519ccc87ba1a8a2,A high-level 3D visualization API for Java and ImageJ,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a9b16f2db886d2bc521ff77867e8424362c0dd5d8ca12ec82179451783cbefc0,batch_008,adjacent_relevant,['infrastructure'],0.78,Electron Microscopy (EM)... volume rendering... integrated into ImageJ,General 3D visualization framework including EM volumes.,[],nanoscale_only,not_applicable,True,low_confidence
work_32e52d5bd99d53cf,eb274ffa54e2f2db2974540a8d4073ec2bfe268c,core_audit,1,eb274ffa54e2f2db2974540a8d4073ec2bfe268c,Perfusion fixation in brain banking: a systematic review,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,3bc32b6f961adbbd8175fa470814c1b086af61211ebe2673c3593f378a1b1b27,batch_008,adjacent_relevant,['acquisition_preparation'],0.82,Perfusing fixatives... ultrastructural studies such as connectomics,"Systematic review of perfusion fixation for ultrastructural studies including connectomics; tissue prep, not reconstruction.",[],nanoscale_only,not_applicable,True,low_confidence
