work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,authors,year,venue,doi,abstract,publication_types,citation_count_work,has_recovered_bridge_version,has_retained_version,survey_tier,analysis_tier,curriculum_labels,curriculum_label_primary,curriculum_label_count
work_827a33de3049b04b,5e329c4b1bf57838a4aa2bb9878c7a316dff7335,core_audit,1,5e329c4b1bf57838a4aa2bb9878c7a316dff7335,Postsynaptic cell type and synaptic distance do not determine efficiency of monosynaptic rabies virus spread measured at synaptic resolution,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,09e26bc4d00fb58f4a685076579fbc8a46b2adb5ea32b428df5a591c23630591,batch_020,adjacent_relevant,"['biological_application', 'synapse_inference']",0.86,quantify the proportion of synaptic contacts labeled,Rabies tracing synaptic contact quantification.,[],False,,M. Patiño; Will N Lagos; Neelakshi S. Patne; P. A. Miyazaki; S. K. Bhamidipati; F. Collman; E. Callaway,2023.0,eLife,10.7554/elife.89297,"Retrograde monosynaptic tracing using glycoprotein-deleted rabies virus is an important component of the toolkit for investigation of neural circuit structure and connectivity. It allows for the identification of first-order presynaptic connections to cell populations of interest across both the central and peripheral nervous system, helping to decipher the complex connectivity patterns of neural networks that give rise to brain function. Despite its utility, the factors that influence the probability of transsynaptic rabies spread are not well understood. While it is well established that expression levels of rabies glycoprotein used to trans-complement G-deleted rabies can result in large changes in numbers of inputs labeled per starter cell (convergence index [CI]), it is not known how typical values of CI relate to the proportions of synaptic contacts or input neurons labeled. And it is not known whether inputs to different cell types, or synaptic contacts that are more proximal or distal to the cell body, are labeled with different probabilities. Here, we use a new rabies virus construct that allows for the simultaneous labeling of pre- and postsynaptic specializations to quantify the proportion of synaptic contacts labeled in mouse primary visual cortex. We demonstrate that with typical conditions about 40% of first-order presynaptic excitatory synapses to cortical excitatory and inhibitory neurons are labeled. We show that using matched tracing conditions there are similar proportions of labeled contacts onto L4 excitatory pyramidal, somatostatin (Sst) inhibitory, and vasoactive intestinal peptide (Vip) starter cell types. Furthermore, we find no difference in the proportions of labeled excitatory contacts onto postsynaptic sites at different subcellular locations.",JournalArticle,8,False,True,adjacent_relevant,adjacent,[],,0
work_82ea545966f8fa3e,a05d17f5e592d90e47d9e03b8ba21f6af9d677de,unresolved,1,a05d17f5e592d90e47d9e03b8ba21f6af9d677de,Modern Methods for Interrogating the Human Connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7ef7eb29de9025506d03a64020d7c81f1162231eebf756b25fb38b0038ee438b,batch_020,adjacent_relevant,['network_science'],0.84,"resting state functional MRI, diffusion MRI, and electroencephalography",Review of macroscale human connectome methods.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",True,low_confidence,M. Lowe; K. Sakaie; E. Beall; V. Calhoun; David A. Bridwell; M. Rubinov; Stephen M. Rao,2016.0,Journal of the International Neuropsychological Society,10.1017/s1355617716000060,"Abstract Objectives: Connectionist theories of brain function took hold with the seminal contributions of Norman Geschwind a half century ago. Modern neuroimaging techniques have expanded the scientific interest in the study of brain connectivity to include the intact as well as disordered brain. Methods: In this review, we describe the most common techniques used to measure functional and structural connectivity, including resting state functional MRI, diffusion MRI, and electroencephalography and magnetoencephalography coherence. We also review the most common analytical approaches used for examining brain interconnectivity associated with these various imaging methods. Results: This review presents a critical analysis of the assumptions, as well as methodological limitations, of each imaging and analysis approach. Conclusions: The overall goal of this review is to provide the reader with an introduction to evaluating the scientific methods underlying investigations that probe the human connectome. (JINS, 2016, 22, 105–119)",Review;JournalArticle,27,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_82ff9898cca049ee,29e89b780ff9cf272daaa9b06bc896d74eaaba70,core_audit,1,29e89b780ff9cf272daaa9b06bc896d74eaaba70,Persistence of hierarchical network organization and emergent topologies in models of functional connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,220383997f615441c4ff7d2b42ba35d53f2de454e6e728a2271c1307d4cbf594,batch_020,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.87,activity spreading on both synthetic and real structural connectomes,Structure-function hierarchical network simulation.,[],False,,A. Safari; P. Moretti; I. Díez; J. Cortes; M. A. Muñoz,2020.0,Neurocomputing,10.1016/j.neucom.2021.02.096,"Functional networks provide a topological description of activity patterns in the brain, as they stem from the propagation of activity on the anatomical, or structural network of synaptic connections, which possess a hierarchical organization. While it is assumed that structural networks shape their functional counterparts, it is also hypothesized that alterations of brain activity may come with transformations of functional connectivity, and possibly its deviation from the hierarchical topology. In this computational study, we introduce a novel methodology to monitor the persistence and breakdown of hierarchical order in functional networks, generated from simulations of activity spreading on both synthetic and real structural connectomes. We show that hierarchical connectivity is persistent in the quasi-critical regime associated with optimal processing capabilities and normal brain function (Griffiths phase) and breaks down in states deviating from this regime, often associated with pathological conditions. Our results offer important clues for the study of optimal neurocomputing architectures and processes, which are capable of tuning patterns of activity and information flow, and show how the hierarchical topology and its quasi-critical functional counterpart provide an effective balance between local specialized processing and global integration.",JournalArticle,4,False,True,adjacent_relevant,adjacent,[],,0
work_83e89a4273c66762,b88b75e740b9cedf7695ebc004bd136315342399,core_audit,1,b88b75e740b9cedf7695ebc004bd136315342399,Predictive Model of Spread of Progressive Supranuclear Palsy Using Directional Network Diffusion,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,194a9a956a0366747523620b84e74067b7a096b199cbe15da58b9db4e0dd00fe,batch_020,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.86,connectome-based ND modeling in the same way as previously applied to AD,Network diffusion model of PSP on structural connectome.,['generic_health_context'],False,,S. Pandya; Chris Mezias; A. Raj,2017.0,Frontiers in Neurology,10.3389/fneur.2017.00692,"Several neurodegenerative disorders including Alzheimer’s disease (AD), frontotemporal dementia (FTD), Parkinson’s disease (PD), amyotrophic lateral sclerosis, and Huntington’s disease report aggregation and transmission of pathogenic proteins between cells. The topography of these diseases in the human brain also, therefore, displays a well-characterized and stereotyped regional pattern, and a stereotyped progression over time. This is most commonly true for AD and other dementias characterized by hallmark misfolded tau or alpha-synuclein pathology. Both tau and synuclein appear to propagate within brain circuits using a shared mechanism. The most canonical synucleopathy is PD; however, much less studied is a rare disorder called progressive supranuclear palsy (PSP). The hallmark pathology and atrophy in PSP are, therefore, also highly stereotyped: initially appearing in the striatum, followed by its neighbors and connected cortical areas. In this study, we explore two mechanistic aspects hitherto unknown about the canonical network diffusion model (NDM) of spread: (a) whether the NDM can apply to other common degenerative pathologies, specifically PSP, and (b) whether the directionality of spread is important in explaining empirical data. Our results on PSP reveal two important findings: first, that PSP is amenable to the connectome-based ND modeling in the same way as previously applied to AD and FTD and, second, that the NDM fit with empirical data are significantly enhanced by using the directional rather than the non-directional form of the human connectome. Specifically, we show that both the anterograde model of transmission (some to axonal terminal) and retrograde mode explain PSP topography more accurately than non-directional transmission. Collectively, these data show that the intrinsic architecture of the structural network mediates disease spread in PSP, most likely via a process of trans-neuronal transmission. These intriguing results have several ramifications for future studies.",JournalArticle,40,False,True,adjacent_relevant,adjacent,[],,0
work_83ea881830d1ee9b,d26a8e898cae9d9de9c121858e3f92b0f8ad41ca,unresolved,1,d26a8e898cae9d9de9c121858e3f92b0f8ad41ca,Connection strength of the macaque connectome augments topological and functional network attributes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7cc98587e5ccf4a55a012d08c3bc2b938d3a2bc434f9cb02f3511e87b4d9ee18,batch_020,adjacent_relevant,"['network_science', 'biological_application']",0.85,macaque connectome dataset of Markov and colleagues,Macaque tract-tracing connectome weight analysis.,[],False,,S. D. de Lange; Dirk Jan Ardesch; M. P. van den Heuvel,2019.0,Network Neuroscience,10.1162/netn_a_00101,"Mammalian brains constitute complex organized networks of neural projections. On top of their binary topological organization, the strength (or weight) of these neural projections can be highly variable across connections and is thus likely of additional importance to the overall topological and functional organization of the network. Here we investigated the specific distribution pattern of connection strength in the macaque connectome. We performed weighted and binary network analysis on the cortico-cortical connectivity of the macaque provided by the unique tract-tracing dataset of Markov and colleagues (2014) and observed in both analyses a small-world, modular and rich club organization. Moreover, connectivity strength showed a distribution augmenting the architecture identified in the binary network version by enhancing both local network clustering and the central infrastructure for global topological communication and integration. Functional consequences of this topological distribution were further examined using the Kuramoto model for simulating interactions between brain regions and showed that the connectivity strength distribution across connections enhances synchronization within modules and between rich club hubs. Together, our results suggest that neural pathway strength promotes topological properties in the macaque connectome for local processing and global network integration.Author SummaryHigh-resolution tract-tracing methods allow for the measurement of cortico-cortical anatomical pathways and quantification of their connectivity strength. The variable strength of neural pathways holds additional information on the complex organization of brain networks. We studied connectivity strength in the macaque by using the open-access connectome dataset of Markov and colleagues (2014), which contains high-resolution information on the number of axonal projections interconnecting brain regions. Our results show that connectivity strength adopts a nonrandom distribution and enhances key network features already present in the binary version of the network. Using the Kuramoto model to simulate functional dynamics, we further demonstrated that connectivity strength enhances local processing and global network integration. This study aids in the understanding of the macaque connectome by clarifying the role of connectivity strength in the network topology and functioning.",JournalArticle,10,False,True,adjacent_relevant,adjacent,[],,0
work_841b345088ab28bd,3f5f4df3a2edd4d4b7a6a783395863b42ef9f8e7,core_audit,1,3f5f4df3a2edd4d4b7a6a783395863b42ef9f8e7,Control of synaptic specificity by limiting promiscuous synapse formation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ae62167fa3fd1f1c24353a6c2f215b6ac8be5650fb21b2d6eb90221d3a395b75,batch_020,adjacent_relevant,"['biological_application', 'synapse_inference']",0.84,regulate synaptic specificity by biasing synapse formation towards specific cell-types,Drosophila synaptic partner matching mechanisms.,[],True,low_confidence,Chundi Xu; Emma K. Theisen; Elijah Rumbaut; Bryan Shum; Jing Peng; Dorota Tarnogorska; J. Borycz; Liming Tan; Maximilien Courgeon; I. Meinertzhagen; Matthew Y. Pecot,2018.0,bioRxiv,10.1101/415695,"The ability of neurons to distinguish appropriate from inappropriate synaptic partners in their local environment is fundamental to the proper assembly and function of neural circuits. How synaptic partner selection is regulated is a longstanding question in Neurobiology. A prevailing hypothesis is that appropriate partners express complementary molecules that match them together and promote synaptogenesis. Dpr and DIP IgSF proteins bind heterophilically and are expressed in a complementary manner between synaptic partners in the Drosophila visual system. Here, we show that in the lamina, DIP mis-expression is sufficient to promote synapse formation with Dpr-expressing neurons, and that DIP proteins are not necessary for synaptogenesis but rather function to prevent ectopic synapse formation. These findings indicate that Dpr-DIP interactions regulate synaptic specificity by biasing synapse formation towards specific cell-types. We propose that synaptogenesis occurs independent of synaptic partner choice, and that precise synaptic connectivity is established by limiting promiscuous synapse formation.",,3,False,True,adjacent_relevant,adjacent,[],,0
work_8460da8caf6a72dd,85db9790254f25019865a7394e5f87031fe55075,core_audit,1,85db9790254f25019865a7394e5f87031fe55075,Viral labeling of neurons synaptically connected to nucleus accumbens somatostatin interneurons,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a6c120f95b15ddb58b3ae9518c40d510576727a426de1dbe99f9c5ff69b260a0,batch_020,adjacent_relevant,['biological_application'],0.83,label first order afferents to NAc somatostatin interneurons,Viral tracing of NAc interneuron inputs.,[],True,low_confidence,Efrain A. Ribeiro; Alexander R. Nectow; L. Pomeranz; Mats I. Ekstrand; J. Koo; E. Nestler,2019.0,PLoS ONE,10.1371/journal.pone.0213476,"The nucleus accumbens, a key brain reward region, receives synaptic inputs from a range of forebrain and brainstem regions. Many of these projections have been established using electrophysiology or fluorescent tract tracing. However, more recently developed viral tracing techniques have allowed for fluorescent labeling of synaptic afferents in a cell type-specific manner. Since the NAc is comprised of multiple cell types, these methods have enabled the delineation of the cell type-specific connectivity of principal medium spiny neurons in the region. The synaptic connectivity of somatostatin interneurons, which account for <5% of the neurons in the region, has been inferred from electrophysiological and immunohistochemical data, but has not yet been visualized using modern viral tracing techniques. Here, we use the pseudorabies virus (PRV)-Introvert-GFP virus, an alphaherpes virus previously shown to label synaptic afferents in a cell type-specific manner, to label first order afferents to NAc somatostatin interneurons. While we find GFP(+) labeling in several well established projections to the NAc, we also observe that several known projections to NAc did not contain GFP(+) cells, suggesting they do not innervate somatostatin interneurons in the region. A subset of the GFP(+) afferents are c-FOS(+) following acute administration of cocaine, showing that NAc somatostatin interneurons are innervated by some cells that respond to rewarding stimuli. These results provide a foundation for future studies aimed toward elucidating the cell type-specific connectivity of the NAc, and identify specific circuits that warrant future functional characterization.",JournalArticle,13,False,True,adjacent_relevant,adjacent,[],,0
work_8470676def87adc9,2b3e0e94ff394f539e0073470148b0743e2ed2b2,unresolved,1,2b3e0e94ff394f539e0073470148b0743e2ed2b2,POINTseq: cell-type-specific barcoding reveals single-cell projection architecture of the mouse dopaminergic system,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,fe16105177984af41156ea9a2e1db7590ec49ffdb5e932a238ddba781dc7c20c,batch_020,adjacent_relevant,"['biological_application', 'network_science']",0.85,"barcoded connectomics method for rapid, cell-type-specific mapping",POINTseq projection connectomics at mesoscale.,[],False,,Hyopil Kim; Cheng Xu; Craig J. Washington; Caleb Shi; M. Lowman; Justus M. Kebschull,2026.0,Neuron,10.1016/j.neuron.2026.05.005,"SUMMARY Neural circuits are formed by the diverse axonal branching patterns of neurons of different cell types. To map these patterns, here we introduce POINTseq, a barcoded connectomics method for rapid, cell-type-specific mapping of thousands of single-cell projections per animal. POINTseq leverages viral pseudotyping and cell-type-specific infection to integrate MAPseq-style high-throughput barcoded projection mapping with the established viral-genetic neural circuit analysis toolbox. We validated POINTseq by mapping genetically and projection-defined cell populations in the mouse motor cortex. We then used POINTseq to reconstruct the brain-wide projections of 5,902 individual dopaminergic neurons in ventral tegmental area (VTA) and substantia nigra pars compacta (SNc). These neurons fall into >25 connectomic cell types vastly exceeding the known diversity of dopaminergic cells, and form stereotyped projection motifs that may mediate parallel dopamine signaling. This data constitutes the anatomical substrate on which the diverse functions of dopamine in the brain are built.",JournalArticle,1,False,True,adjacent_relevant,adjacent,[],,0
work_84abe72fb4e55607,80785f38f97c96339a808c032da296e4c7a72c3b,unresolved,1,80785f38f97c96339a808c032da296e4c7a72c3b,Network neuroscience and the connectomics revolution,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,66f74e89ee4468a0cee454aa0db7d7e8fad5f50a385f709804f81cedd2f0afbc,batch_020,adjacent_relevant,['network_science'],0.86,Connectomics and network neuroscience offer quantitative scientific frameworks,Macroscale connectomics review chapter.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",False,,Richard F. Betzel,2020.0,Connectomic Deep Brain Stimulation,10.1016/b978-0-12-821861-7.00002-6,"Connectomics and network neuroscience offer quantitative scientific frameworks for modeling and analyzing networks of structurally and functionally interacting neurons, neuronal populations, and macroscopic brain areas. This shift in perspective and emphasis on distributed brain function has provided fundamental insight into the role played by the brain's network architecture in cognition, disease, development, and aging. In this chapter, we review the core concepts of human connectomics at the macroscale. From the construction of networks using functional and diffusion MRI data, to their subsequent analysis using methods from network neuroscience, this review highlights key findings, commonly-used methodologies, and discusses several emerging frontiers in connectomics.",Review,16,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_853362dc6ff9c35b,3043d1f60814b7f9c3df4c6e4fd2b2c562045e6a,core_audit,1,3043d1f60814b7f9c3df4c6e4fd2b2c562045e6a,Key Connectomes and Synaptic‐Compartment‐Specific Risk Genes Drive Pathological α‐Synuclein Spreading,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,55530df9fe9899f634d9de50ccf296648072d417ba028e0c3d8aa588f0d3e5ce,batch_020,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.87,spreading of pathological alpha-Syn is predominantly determined by the key subnetworks,Connectome-based alpha-synuclein spread modeling.,['generic_health_context'],False,,Yuanxi Li; Justin Torok; Shujing Zhang; Jessica Ding; Ning Wang; Courtney Lau; Shruti Kulkarni; Chaitali Anand; Julie Tran; Michael Cheng; Claire Lo; Binbin Lu; Yanzi Sun; R. Damoiseaux; Xia Yang; Ashish Raj; Chao Peng,2025.0,Advancement of science,10.1002/advs.202413052,"Previous studies have suggested that pathological α‐synuclein (α‐Syn) mainly transmits along the neuronal network, but several key questions remain unanswered: 1) How many and which connections in the connectome are necessary for predicting the progression of pathological α‐Syn? 2) How to identify risk genes that affect pathology spreading functioning at presynaptic or postsynaptic regions, and are these genes enriched in different cell types? Here, these questions are addressed with novel mathematical models. Strikingly, the spreading of pathological α‐Syn is predominantly determined by the key subnetworks composed of only 2% of the strongest connections in the connectome. Genes associated with the selective vulnerability of brain regions to pathological α‐Syn transmission are further analyzed to distinguish those functioning at presynaptic versus postsynaptic regions. Those risk genes are significantly enriched in microglial cells of presynaptic regions and neurons of postsynaptic regions. Gene regulatory network analyses are then conducted to identify “key drivers” of genes responsible for selective vulnerability and overlapping with Parkinson's disease risk genes. By identifying and discriminating between key gene mediators of transmission operating at presynaptic and postsynaptic regions, this study has demonstrated for the first time that these are functionally distinct processes.",JournalArticle,6,False,True,adjacent_relevant,adjacent,[],,0
work_853a67f3b3bce4e6,ac31bf9654a64533da241ca9bebf7155c0adebdd,core_audit,1,ac31bf9654a64533da241ca9bebf7155c0adebdd,Preparation of Acute Brain Slices Using an Optimized N-Methyl-D-glucamine Protective Recovery Method,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,96e67554289b1da2195797575aa6d905ecfdecd59777ca4e4ad2295cbda3405f,batch_020,adjacent_relevant,['biological_application'],0.82,assay synaptic connectivity in neocortical brain slices,Brain slice electrophysiology protocol with synaptic connectivity.,[],True,low_confidence,J. Ting; Brian R. Lee; Peter Chong; Gilberto J. Soler-Llavina; C. Cobbs; C. Koch; Hongkui Zeng; E. Lein,2018.0,Journal of Visualized Experiments,10.3791/53825,"This protocol is a practical guide to the N-methyl-D-glucamine (NMDG) protective recovery method of brain slice preparation. Numerous recent studies have validated the utility of this method for enhancing neuronal preservation and overall brain slice viability. The implementation of this technique by early adopters has facilitated detailed investigations into brain function using diverse experimental applications and spanning a wide range of animal ages, brain regions, and cell types. Steps are outlined for carrying out the protective recovery brain slice technique using an optimized NMDG artificial cerebrospinal fluid (aCSF) media formulation and enhanced procedure to reliably obtain healthy brain slices for patch clamp electrophysiology. With this updated approach, a substantial improvement is observed in the speed and reliability of gigaohm seal formation during targeted patch clamp recording experiments while maintaining excellent neuronal preservation, thereby facilitating challenging experimental applications. Representative results are provided from multi-neuron patch clamp recording experiments to assay synaptic connectivity in neocortical brain slices prepared from young adult transgenic mice and mature adult human neurosurgical specimens. Furthermore, the optimized NMDG protective recovery method of brain slicing is compatible with both juvenile and adult animals, thus resolving a limitation of the original methodology. In summary, a single media formulation and brain slicing procedure can be implemented across various species and ages to achieve excellent viability and tissue preservation.",JournalArticle,349,False,True,adjacent_relevant,adjacent,[],,0
work_853fa92c78e2f996,f49a0760b78b2e64a618cee161cdb7e3bf07aba1,core_audit,1,f49a0760b78b2e64a618cee161cdb7e3bf07aba1,Where the genome meets the connectome: Understanding how genes shape human brain connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5ba4761891fb9a783cab36e19e44be3615e1a9a320313f3e50fac98b76f46fe6,batch_020,adjacent_relevant,"['network_science', 'structure_function_modeling']",0.86,genetic basis of human brain network structure and function,Review of imaging genetics of macroscale connectome.,"['resting_state_or_functional_connectivity', 'diffusion_mri_or_tractography']",False,,A. Arnatkevic̆iūtė; Ben D. Fulcher; M. Bellgrove; A. Fornito,2021.0,NeuroImage,10.31234/osf.io/hqgz7,"The integration of modern neuroimaging methods with genetically informative designs and data can shed light on the molecular mechanisms underlying the structural and functional organisation of the human connectome. Here, we review studies that have investigated the genetic basis of human brain network structure and function through three complementary frameworks: (1) the quantification of phenotypic heritability through classical twin designs; (2) the identification of specific DNA variants linked to phenotypic variation through association and related studies; and (3) the analysis of correlations between spatial variations in imaging phenotypes and gene expression profiles through the integration of neuroimaging and transcriptional atlas data. We consider the basic foundations, strengths, limitations, and discoveries associated with each approach. We present converging evidence to indicate that anatomical connectivity is under stronger genetic influence than functional connectivity and that genetic influences are not uniformly distributed throughout the brain, with phenotypic variation in certain regions and connections being under stronger genetic control than others. We also consider how the combination of imaging and genetics can be used to understand the ways in which genes may drive brain dysfunction in different clinical disorders.",JournalArticle;Review,55,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_859356168bf1abd8,242da9699f56d4fb3518f467b4d96496aa7745e5,core_audit,1,242da9699f56d4fb3518f467b4d96496aa7745e5,Experience-dependent glial pruning of synaptic glomeruli during the critical period,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5195b2402e7459c8a1332b054c04debd0d8a24c3c678284314c539a114606dfb,batch_021,adjacent_relevant,"['biological_application', 'synapse_inference']",0.85,glia mediate experience-dependent pruning of OSN synaptic glomeruli,Critical-period glial synapse pruning in Drosophila.,[],False,,Nichalas Nelson; Dominic J. Vita; K. Broadie,2024.0,Scientific Reports,10.1038/s41598-024-59942-3,"Critical periods are temporally-restricted, early-life windows when sensory experience remodels synaptic connectivity to optimize environmental input. In the Drosophila juvenile brain, critical period experience drives synapse elimination, which is transiently reversible. Within olfactory sensory neuron (OSN) classes synapsing onto single projection neurons extending to brain learning/memory centers, we find glia mediate experience-dependent pruning of OSN synaptic glomeruli downstream of critical period odorant exposure. We find glial projections infiltrate brain neuropil in response to critical period experience, and use Draper (MEGF10) engulfment receptors to prune synaptic glomeruli. Downstream, we find antagonistic Basket (JNK) and Puckered (DUSP) signaling is required for the experience-dependent translocation of activated Basket into glial nuclei. Dependent on this signaling, we find critical period experience drives expression of the F-actin linking signaling scaffold Cheerio (FLNA), which is absolutely essential for the synaptic glomeruli pruning. We find Cheerio mediates experience-dependent regulation of the glial F-actin cytoskeleton for critical period remodeling. These results define a sequential pathway for experience-dependent brain synaptic glomeruli pruning in a strictly-defined critical period; input experience drives neuropil infiltration of glial projections, Draper/MEGF10 receptors activate a Basket/JNK signaling cascade for transcriptional activation, and Cheerio/FLNA induction regulates the glial actin cytoskeleton to mediate targeted synapse phagocytosis.",JournalArticle,13,False,True,adjacent_relevant,adjacent,[],,0
work_85d1d319bbb8229c,a023619f3a32cf164cab2f395da60bb7333e8f65,unresolved,1,a023619f3a32cf164cab2f395da60bb7333e8f65,A macaque connectome for large-scale network simulations in TheVirtualBrain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f3c159b65edd3010f3e38fc485855a03e405968efd4a0c9cec036ecd6ab46672,batch_021,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.86,construction of a macaque connectome for whole-cortex simulations in TheVirtualBrain,Macaque connectome for whole-cortex simulation.,['diffusion_mri_or_tractography'],False,,K. Shen; G. Bezgin; S. Everling; A. Mcintosh,2018.0,Scientific Data,10.1038/s41597-019-0129-z,"Models of large-scale brain networks that are informed by the underlying anatomical connectivity contribute to our understanding of the mapping between the structure of the brain and its dynamical function. Connectome-based modelling is a promising approach to a more comprehensive understanding of brain function across spatial and temporal scales, but it must be constrained by multi-scale empirical data from animal models. Here we describe the construction of a macaque (Macaca mulatta and Macaca fascicularis) connectome for whole-cortex simulations in TheVirtualBrain, an open-source simulation platform. We take advantage of available axonal tract-tracing datasets and enhance the existing connectome data using diffusion-based tractography in macaques. We illustrate the utility of the connectome as an extension of TheVirtualBrain by simulating resting-state BOLD-fMRI data and fitting it to empirical resting-state data. Design Type(s) data integration objective • source-based data transformation objective • modeling and simulation objective Measurement Type(s) brain measurement Technology Type(s) functional magnetic resonance imaging • Diffusion Weighted Imaging Factor Type(s) Sample Characteristic(s) Macaca • brain Design Type(s) data integration objective • source-based data transformation objective • modeling and simulation objective Measurement Type(s) brain measurement Technology Type(s) functional magnetic resonance imaging • Diffusion Weighted Imaging Factor Type(s) Sample Characteristic(s) Macaca • brain Machine-accessible metadata file describing the reported data (ISA-Tab format)",JournalArticle,82,False,True,adjacent_relevant,adjacent,[],,0
work_85dc631f2a56b21e,8d5a729407624444d16a9de0143e0806f9695917,core_audit,1,8d5a729407624444d16a9de0143e0806f9695917,Sexually dimorphic unc-6/Netrin expression controls sex-specific maintenance of synaptic connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,991a52a8e603d14b55e2ce5f7239921912ff8aef507915de1bed6c5fdeb9056d,batch_021,adjacent_relevant,"['biological_application', 'synapse_inference']",0.87,male-specific synaptic maintenance,C. elegans Netrin-mediated sexually dimorphic synaptic maintenance.,[],False,,Peter Weinberg; Matthew Berkseth; D. Zarkower; O. Hobert,2018.0,Current Biology,10.1016/j.cub.2018.01.002,"SUMMARY Nervous systems display intriguing patterns of sexual dimorphisms across the animal kingdom, but the mechanisms that generate such dimorphisms remain poorly characterized. In the nematode Caenorhabditis elegans, a number of neurons present in both sexes are synaptically connected to one another in a sexually dimorphic manner as a result of sex-specific synaptic pruning and maintenance [1–3]. We define here a mechanism for the male-specific maintenance of the synaptic connections of the phasmid sensory neuron PHB and its male-specific target, the sex-shared AVG interneuron. We show here that the C.elegans Netrin ortholog UNC-6, signalling through its cognate receptor, UNC-40/DCC and the CED-5/DOCK180 guanine nucleotide exchange factor, is both required and sufficient for male-specific synaptic maintenance. The dimorphism of unc-6 activity is brought about by sex-specific regulation of unc-6 transcription. While unc-6 is transcribed in the AVG neuron of males and hermaphrodites during juvenile stages, unc-6 expression is downregulated in AVG in hermaphrodites during sexual maturation, but is maintained during sexual maturation of males. unc-6 downregulation in hermaphrodites is conferred by the master regulator of hermaphrodite sexual identity, the Gli/CI homolog TRA-1, which antagonizes the non-sex-specific function of the LIM homeobox gene lin-11, a terminal selector and activator of unc-6 in AVG. Preventing the downregulation unc-6 in AVG of hermaphrodites through ectopic expression of unc-6 in transgenic animals results in the maintenance of the PHB>AVG synapses in hermaphrodites. Taken together, intersectional transcriptional regulation of unc-6/Netrin is required and sufficient to cell-autonomously pattern sexually dimorphic synapses.",JournalArticle,38,False,True,adjacent_relevant,adjacent,[],,0
work_85df1ad0a08ba192,e9c6a809b11a109c44f2463cb1da528ec7ab40e6,unresolved,1,e9c6a809b11a109c44f2463cb1da528ec7ab40e6,Brain connectomics: time for a molecular imaging perspective?,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5bacb93e2d5fff606dc878777efbbda6c294f9cfbbdc91adde718540cc5804fb,batch_021,adjacent_relevant,['network_science'],0.84,brain connectomics has evolved into a major concept in neuroscience,Perspective on molecular imaging and macroscale connectomics.,['resting_state_or_functional_connectivity'],True,low_confidence,Arianna Sala; A. Lizarraga; S. Caminiti; V. Calhoun; S. Eickhoff; C. Habeck; S. Jamadar; D. Perani; J. Pereira; M. Veronese; Igor Yakushev,2023.0,Trends in Cognitive Sciences,10.1016/j.tics.2022.11.015,"In the past two decades brain connectomics has evolved into a major concept in neuroscience. However, the current perspective on brain connectivity and how it underpins brain function relies mainly on the hemodynamic signal of functional magnetic resonance imaging (MRI). Molecular imaging provides unique information inaccessible to MRI-based and electrophysiological techniques. Thus, positron emission tomography (PET) has been successfully applied to measure neural activity, neurotransmission, and proteinopathies in normal and pathological cognition. Here, we position molecular imaging within the brain connectivity framework from the perspective of timeliness, validity, reproducibility, and resolution. We encourage the neuroscientific community to take an integrative approach whereby MRI-based, electrophysiological techniques, and molecular imaging contribute to our understanding of the brain connectome.",Review;JournalArticle,89,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
