work_id,year,decision,ref_check,verified_outbound_links,final_disposition,title
work_68a8183e525d9bb3,2015.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),The OpenWorm Project: currently available resources and future plans
work_68b4bcecab20e9f8,2022.0,adjacent_relevant,verified,1,resolved: linked to graph,Fast z-focus controlling and multiplexing strategies for multiplane two-photon imaging of neural dynamics.
work_68df48cb796785a5,2011.0,role_bridge,verified,1,resolved: linked to graph,A Bottom-up Approach to Data Annotation in Neurophysiology
work_69275cd1098e62e8,2017.0,adjacent_relevant,verified,1,resolved: linked to graph,Guiding network analysis using graph slepians: an illustration for the C. Elegans connectome
work_6a0535f78a5e6555,2024.0,adjacent_relevant,verified,19,resolved: linked to graph,"The meso-connectomes of mouse, marmoset, and macaque: network organization and the emergence of higher cognition"
work_6ab1a546945ea8a5,2013.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Connectomic approaches before the connectome
work_6add9ee0fce41ea3,2019.0,role_bridge,verified,8,resolved: linked to graph,Iron-sequestering nanocompartments as multiplexed Electron Microscopy gene reporters
work_6b6ad2c0b18afc7e,2026.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),SparseSeg: Target-Conditioned Discovery Segmentation of Cryo-Volume Electron Microscopy Under Sparse Annotation
work_6c644898f337026e,2020.0,adjacent_relevant,verified,4,resolved: linked to graph,Cellular and circuit mechanisms of olfactory associative learning in Drosophila
work_6c89dbe883bbd590,2012.0,adjacent_relevant,verified,2,resolved: linked to graph,Analyzing Self-Similar and Fractal Properties of the C. elegans Neural Network
work_6d7152bc3042d92f,2019.0,role_bridge,verified,2,resolved: linked to graph,Correlative three-dimensional super-resolution and block face electron microscopy of whole vitreously frozen cells
work_6d75c7ef9c4a7b7e,2012.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach
work_6d8210bd121bf345,2016.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Eye-Trace: Segmentation of Volumetric Microscopy Images with Eyegaze
work_6f86d20c9bf6e84d,2024.0,core_relevant,verified,38,resolved: linked to graph,Whole-brain annotation and multi-connectome cell typing of Drosophila
work_6fa69d42fe148f72,2011.0,adjacent_relevant,no-doi,,unresolved (no-doi),Large (Brain) Graph Matching via Fast Approximate Quadratic Programming
work_701eda426af92362,2017.0,adjacent_relevant,verified,4,resolved: linked to graph,Versatility of nodal affiliation to communities
work_70f3ebdd9a099832,2016.0,adjacent_relevant,verified,6,resolved: linked to graph,"Statistical Analysis of Tract-Tracing Experiments Demonstrates a Dense, Complex Cortical Network in the Mouse"
work_7216e2255c3134f7,2018.0,adjacent_relevant,verified,5,resolved: linked to graph,On Estimation and Inference in Latent Structure Random Graphs
work_72265483ca325cf9,2014.0,role_bridge,verified,5,resolved: linked to graph,Identification of Important Nodes in Directed Biological Networks: A Network Motif Approach
work_728e612eebfab5fc,2023.0,role_bridge,verified,6,resolved: linked to graph,Flexible circuit mechanisms for context-dependent song sequencing
work_72b520361c1b81dc,2025.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"Sexually dimorphic neural circuits underlying mating behaviors: Insights from worms, flies, and mice."
work_740d0cb24a85d1c1,2019.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Optimization Algorithms in Reconstructions of Neuron Morphology: An Overview
work_743eabd3892ae7b4,2021.0,role_bridge,verified,14,resolved: linked to graph,FIB-SEM as a Volume Electron Microscopy Approach to Study Cellular Architectures in SARS-CoV-2 and Other Viral Infection
work_749e4968411ae37d,2022.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Invited review: Unearthing the mechanisms of age-related neurodegenerative disease using Caenorhabditis elegans.
work_74ae11cddb4ef3c5,2024.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Cell nuclei segmentation in mm-scale x-ray holographic nanotomography images of mouse brain tissue
work_75014d39a0c4236c,2026.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Optimal photostimulation selection for iterative activity maps
work_7519484d8a64bfa5,1996.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Computer visualization of three-dimensional image data using IMOD.
work_7599ba180a4cf46f,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Centralized brain networks underlie body part coordination during grooming
work_77081160559213d2,2020.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"CONNECTIONS, TRACTS, FRACTALS, AND THE REST: A WORKING GUIDE TO NETWORK AND CONNECTIVITY STUDIES IN NEUROSURGERY."
work_7709c0de232cbe41,2019.0,role_bridge,verified,7,resolved: linked to graph,Synaptic Specializations of Melanopsin-Retinal Ganglion Cells in Multiple Brain Regions Revealed by Genetic Label for Li
work_77303c6ebe2e7573,2023.0,adjacent_relevant,verified,3,resolved: linked to graph,"Development and circuitry of the tunicate larval Motor Ganglion, a putative hindbrain/spinal cord homolog"
work_773cdf88a2616296,2025.0,adjacent_relevant,verified,8,resolved: linked to graph,Multiscale brain modeling: bridging microscopic and macroscopic brain dynamics for clinical and technological applicatio
work_7761782e46e5beac,2022.0,adjacent_relevant,verified,3,resolved: linked to graph,Statistical perspective on functional and causal neural connectomics: The Time-Aware PC algorithm
work_78258f2526b35036,2025.0,role_bridge,verified,4,resolved: linked to graph,RETINA: Reconstruction-based pre-trained enhanced TransUNet for electron microscopy segmentation on the CEM500K dataset
work_78bb0e063acbccb4,2026.0,core_relevant,verified,10,resolved: linked to graph,A Complex Network-Based Approach for Detecting and Characterizing Power Neurons in Drosophila
work_78c6e57b544b9fe2,2024.0,adjacent_relevant,verified,12,resolved: linked to graph,A generative model of the connectome with dynamic axon growth
work_78e78bc14a78941e,2023.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Inferring Neuron-level Brain Circuit Connection via Graph Neural Network Amidst Small Established Connections
work_79a10d3d8a82b5d5,2021.0,role_bridge,verified,7,resolved: linked to graph,NeuroConstruct: 3D Reconstruction and Visualization of Neurites in Optical Microscopy Brain Images
work_79c1db67453e2c88,2020.0,core_relevant,verified,10,resolved: linked to graph,A semi-automated approach to dense segmentation of 3D white matter electron microscopy
work_7a1562d871a3be12,2019.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),The human connectome from an evolutionary perspective.
work_7a1fd8b2f1f89a04,2022.0,core_relevant,verified,6,resolved: linked to graph,Classifying Drosophila olfactory projection neuron boutons by quantitative analysis of electron microscopic reconstructi
work_7a79d9fb47ef2201,2023.0,role_bridge,verified,9,resolved: linked to graph,Current Progress and Challenges in Large-Scale 3D Mitochondria Instance Segmentation
work_7a9ee048a1e92b21,2025.0,adjacent_relevant,verified,4,resolved: linked to graph,"An integrated anatomical, functional and evolutionary view of the Drosophila olfactory system"
work_7aea9f3f486f8e03,2021.0,adjacent_relevant,verified,4,resolved: linked to graph,Whole-Brain Reconstruction of Neurons in the Ventral Pallidum Reveals Diverse Projection Patterns
work_7b3b7858df07f36b,2014.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"Physics, emergence, and the connectome."
work_7bbb57ed1549b5bc,2019.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Methods for analysis of brain connectivity: An IFCN-sponsored review.
work_7c0dbfe2630320dd,2018.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Comparative Primate Connectomics
work_7c688ddd3be395b9,2021.0,adjacent_relevant,verified,1,resolved: linked to graph,A historical perspective on training students to create standardized maps of novel brain structure: Newly-uncovered reso
work_7c9431dcfcc3ff31,2017.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),webKnossos: efficient online 3D data annotation for connectomics
work_7ccfffa27b0f0285,2025.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Aggression across sexes from a contextual- and circuit-based perspective.
work_7d109ac5ec7ba974,2018.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Functional connectomics from neural dynamics: probabilistic graphical models for neuronal network of Caenorhabditis eleg
work_7d1ccb8d643fe44b,2013.0,adjacent_relevant,verified,3,resolved: linked to graph,Computing scalable multivariate glocal invariants of large (brain-) graphs
work_7d516680b10a2d2b,2013.0,adjacent_relevant,verified,4,resolved: linked to graph,Mapping Connectivity in the Developing Brain
work_7d84e7f7fdec51d5,2025.0,role_bridge,verified,5,resolved: linked to graph,"Dense, continuous membrane labeling and expansion microscopy visualization of ultrastructure in tissues"
work_7dd7962792f95bf5,2024.0,adjacent_relevant,verified,11,resolved: linked to graph,Volume Electron Microscopy for Genetically and Molecularly Defined Neural Circuits.
work_7e9a704c6d18622d,2020.0,role_bridge,verified,4,resolved: linked to graph,Flexible annotation atlas of the mouse brain: combining and dividing brain structures of the Allen Brain Atlas while mai
work_7f1202eef0e8289e,2017.0,core_relevant,verified,12,resolved: linked to graph,"SynEM, automated synapse detection for connectomics"
work_7fc3e9d7cd85be30,2026.0,adjacent_relevant,verified,6,resolved: linked to graph,Bridging the microstructural gap in human connectomics using hierarchical phase-contrast tomography as a reference for d
work_80841cd8df129e85,2023.0,adjacent_relevant,verified,15,resolved: linked to graph,Connectomes: from a sparsity of networks to large-scale databases
work_80928a99db9d25e0,2025.0,role_bridge,verified,11,resolved: linked to graph,A neural circuit for context-dependent multimodal signaling in Drosophila
work_8126c1ea07c45313,2012.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),From simple graphs to the connectome: Networks in neuroimaging
work_812f29e1e804830c,2018.0,role_bridge,verified,8,resolved: linked to graph,NeuroCave: A web-based immersive visualization platform for exploring connectome datasets
work_81c0fdc6a538cfed,2014.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Mapping circuits beyond the models: integrating connectomics and comparative neuroscience.
work_81d0b831996369a5,2023.0,adjacent_relevant,verified,6,resolved: linked to graph,Semantic representation of neural circuit knowledge in Caenorhabditis elegans
work_821224fc69c175d5,2018.0,role_bridge,verified,1,resolved: linked to graph,Geppetto: a reusable modular open platform for exploring neuroscience data and models
work_82ea545966f8fa3e,2016.0,adjacent_relevant,verified,9,resolved: linked to graph,Modern Methods for Interrogating the Human Connectome
work_830cdb2e94e90639,2026.0,role_bridge,verified,14,resolved: linked to graph,NeuroMArVL: An interactive and collaborative web-based tool for visualizing brain networks
work_83ea881830d1ee9b,2019.0,adjacent_relevant,verified,13,resolved: linked to graph,Connection strength of the macaque connectome augments topological and functional network attributes
work_83fb52fa81473035,2013.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),JAABA: interactive machine learning for automatic annotation of animal behavior
work_8470676def87adc9,2026.0,adjacent_relevant,verified,5,resolved: linked to graph,POINTseq: cell-type-specific barcoding reveals single-cell projection architecture of the mouse dopaminergic system
work_84abe72fb4e55607,2020.0,adjacent_relevant,verified,29,resolved: linked to graph,Network neuroscience and the connectomics revolution
work_85d1d319bbb8229c,2018.0,adjacent_relevant,verified,10,resolved: linked to graph,A macaque connectome for large-scale network simulations in TheVirtualBrain
work_85df1ad0a08ba192,2023.0,adjacent_relevant,verified,7,resolved: linked to graph,Brain connectomics: time for a molecular imaging perspective?
work_85e12c3bfbfa6e39,2015.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Connectomics: comprehensive approaches for whole-brain mapping.
work_861d13773b8b6e2d,2019.0,adjacent_relevant,verified,31,resolved: linked to graph,A Brief History of Simulation Neuroscience
work_863949ff6ec36ab6,2023.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),A Soma Segmentation Benchmark in Full Adult Fly Brain
work_8772a05028b4521d,2016.0,role_bridge,verified,0,resolved: verified zero outbound links,NeuroNLP: a natural language portal for aggregated fruit fly brain data
work_885fd04a0c9e3cfa,2026.0,adjacent_relevant,verified,8,resolved: linked to graph,DigiMus: a connectome-informed spiking framework for multi-region mouse neural-behavior modeling
work_8940c7ec97850be8,2012.0,role_bridge,verified,3,resolved: linked to graph,The UCLA multimodal connectivity database: a web-based platform for brain connectivity matrix sharing and analysis
work_896ff9e7f90795c5,2021.0,adjacent_relevant,verified,18,resolved: linked to graph,The role of spatial embedding in mouse brain networks constructed from diffusion tractography and tracer injections
work_89b546868af40e06,2026.0,role_bridge,verified,12,resolved: linked to graph,NuGraph: Graph-Based Reasoning over 3D Primitives for Nucleus Segmentation Correction
work_8a6ce05393695c68,2020.0,role_bridge,no-doi,,unresolved (no-doi),Latent Feature Representation via Unsupervised Learning for Pattern Discovery in Massive Electron Microscopy Image Volum
work_8a9b4070c9c7d960,2012.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Discovering the Human Connectome
work_8ba1309e39ad81af,2014.0,role_bridge,verified,4,resolved: linked to graph,The Budapest Reference Connectome Server v2.0.
work_8bfb466bf9210767,2022.0,role_bridge,verified,0,resolved: verified zero outbound links,"Measuring Annotator Agreement Generally across Complex Structured, Multi-object, and Free-text Annotation Tasks"
work_8cca6106a84d43d6,2022.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Symmetry and Network Topology in Neuronal Circuits: Complicity of Form and Function
work_8d47ebd6cf769730,2011.0,adjacent_relevant,verified,11,resolved: linked to graph,A Multiscale Parallel Computing Architecture for Automated Segmentation of the Brain Connectome
work_8e8573ac5d1bbfd7,2014.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Common Connectome Constraints: From C. elegans and Drosophila to Homo sapiens
work_8ef597d9b53d5869,2022.0,adjacent_relevant,verified,14,resolved: linked to graph,Future Directions for Chemosensory Connectomes: Best Practices and Specific Challenges
work_8f57fcadbe445368,2025.0,adjacent_relevant,verified,4,resolved: linked to graph,Scalable automated segmentation quantifies mitochondrial proteins and morphology at the nanoscale
work_902cf6d1376f15b8,2024.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Self-Supervised Edge Detection Reconstruction for Topology-Informed 3D Axon Segmentation and Centerline Detection
work_908f9dfa68a849c9,2020.0,core_relevant,verified,0,resolved: verified zero outbound links,Visual Correspondences for Unsupervised Domain Adaptation on Electron Microscopy Images
work_9224f576c520ade6,2023.0,role_bridge,verified,6,resolved: linked to graph,Online citizen science with the Zooniverse for analysis of biological volumetric data
work_925c3e324896606e,2016.0,core_relevant,verified,4,resolved: linked to graph,Microscopy Image Browser: A Platform for Segmentation and Analysis of Multidimensional Datasets
work_92a24ba81c8e5978,2017.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Mapping the connectome in awake surgery for gliomas: an update.
work_92a573e17ee62f83,2010.0,core_relevant,verified,2,resolved: linked to graph,Ssecrett and NeuroTrace: Interactive Visualization and Analysis Tools for Large-Scale Neuroscience Data Sets
work_92dec379d1c56f26,2024.0,core_relevant,not-in-s2,,unresolved (not-in-s2),"Modularity, Hierarchical Flows and Symmetry of the Drosophila Connectome"
work_961403604355e4a7,2019.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Deep Connectomics Networks: Neural Network Architectures Inspired by Neuronal Networks
work_971a4ba72345218e,2026.0,adjacent_relevant,verified,7,resolved: linked to graph,Inferring state-dependent functional circuit motifs using higher-order interactions analysis
work_975468f3186a2d44,2013.0,core_relevant,verified,9,resolved: linked to graph,Large-Scale Automatic Reconstruction of Neuronal Processes from Electron Microscopy Images
work_9b2bee51208c52e0,2024.0,adjacent_relevant,verified,8,resolved: linked to graph,FISBe: A Real-World Benchmark Dataset for Instance Segmentation of Long-Range thin Filamentous Structures
work_9b32917a4d853259,2016.0,role_bridge,verified,3,resolved: linked to graph,2015 Brainhack Proceedings
work_9c892cfd1d3dbe01,2026.0,core_relevant,verified,3,resolved: linked to graph,VEMamba: Efficient Isotropic Reconstruction of Volume Electron Microscopy with Axial-Lateral Consistent Mamba
work_9ca6628105d0c4ad,2023.0,adjacent_relevant,verified,3,resolved: linked to graph,Technical report: surgical preparation of human brain tissue for clinical and basic research
work_9ca8460cc0327e9f,2020.0,adjacent_relevant,verified,13,resolved: linked to graph,Brain Connectomes Come of Age
work_9cce9112b143d3f9,2008.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),A technicolour approach to the connectome
work_9f1aee5bf41f83bb,2020.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),A connectomics approach to understanding a retinal disease
work_9fcf57e381b11acb,2014.0,core_relevant,verified,11,resolved: linked to graph,Automated Detection of Synapses in Serial Section Transmission Electron Microscopy Image Stacks
work_9fd52e39fdad0d0d,2016.0,core_relevant,verified,5,resolved: linked to graph,Functional complexity emerging from anatomical constraints in the brain: the significance of network modularity and rich
work_a09956f2846bbe45,2013.0,adjacent_relevant,verified,1,resolved: linked to graph,Large-scale network organization in the avian forebrain: a connectivity matrix and theoretical analysis
work_a1490cd29bdf5713,2019.0,adjacent_relevant,verified,6,resolved: linked to graph,Community correlations and testing independence between binary graphs
work_a1e7c7d72b96c595,2024.0,adjacent_relevant,verified,10,resolved: linked to graph,Relation of connectome topology to brain volume across 103 mammalian species
work_a22edcbd132ca34a,2015.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Comparison of diffusion tractography and tract‐tracing measures of connectivity strength in rhesus macaque connectome
work_a2407908e81f30b0,2024.0,adjacent_relevant,verified,3,resolved: linked to graph,Nature and nurture in fruit fly hearing
work_a276a8f78d1e7711,2023.0,adjacent_relevant,verified,21,resolved: linked to graph,Integrating multimodal and multiscale connectivity blueprints of the human cerebral cortex in health and disease
work_a29df339a1fb0da5,2024.0,adjacent_relevant,verified,7,resolved: linked to graph,NeuroVerse: Immersive exploration of 3D ultrastructural brain reconstructions for education and collaborative analysis
work_a492bc69201dabab,2018.0,adjacent_relevant,verified,1,resolved: linked to graph,Automatic navigation system for the mouse brain
work_a4d54fcd6dd11d2c,2014.0,core_relevant,verified,4,resolved: linked to graph,NeuroMorph: A Toolset for the Morphometric Analysis and Visualization of 3D Models Derived from Electron Microscopy Imag
work_a57783ce23fca41d,2025.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Controllability analysis of macaque structural connectome from an edge centric perspective
work_a5aafa50c460274e,2024.0,adjacent_relevant,verified,23,resolved: linked to graph,"Modular segmentation, spatial analysis and visualization of volume electron microscopy datasets"
work_a5f954f4563fcfc9,2018.0,core_relevant,verified,16,resolved: linked to graph,Flexible Learning-Free Segmentation and Reconstruction for Sparse Neuronal Circuit Tracing
work_a5ffdcdb193e952c,2014.0,adjacent_relevant,verified,4,resolved: linked to graph,CoCoTools: Open-source Software for Building Connectomes Using the CoCoMac Anatomical Database
work_a60d58482fdb3bfa,2019.0,adjacent_relevant,verified,6,resolved: linked to graph,Holographic Reconstruction of Axonal Pathways in the Human Brain
work_a6e8ffd247b8379d,2025.0,core_relevant,verified,11,resolved: linked to graph,Random Access Segmentation Volume Compression for Interactive Volume Rendering
work_a76161ef8ea1dd6b,2009.0,core_relevant,verified,1,resolved: linked to graph,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets
work_a7ac590f096a331d,2019.0,adjacent_relevant,verified,4,resolved: linked to graph,"Reconstruction of 1,000 projection neurons reveals new cell types and organization of long-range connectivity in the mou"
work_a821a1b9fb48df72,2022.0,role_bridge,verified,4,resolved: linked to graph,The Developing Human Connectome Project Neonatal Data Release
work_a8301f93442a5582,2021.0,adjacent_relevant,verified,5,resolved: linked to graph,Subgraph nomination: query by example subgraph retrieval in networks
work_a83aea2e5aec23bc,2023.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Mapping Alzheimer’s Molecular Pathologies in Large-Scale Connectomics Data: A Publicly Accessible Correlative Microscopy
work_a9283c4cc9510a89,2023.0,adjacent_relevant,verified,5,resolved: linked to graph,Cellular and laminar architecture: A short history and commentary
work_aa67a7c25f2f435b,2018.0,role_bridge,verified,6,resolved: linked to graph,Lead-DBS v2: Towards a comprehensive pipeline for deep brain stimulation imaging
work_aace58d8981653c0,2020.0,adjacent_relevant,verified,1,resolved: linked to graph,"Relating quantitative 7T MRI across cortical depths to cytoarchitectonics, gene expression and connectomics: a framework"
work_ab5ed7d2da38a631,2018.0,adjacent_relevant,verified,7,resolved: linked to graph,From Matrices to Knowledge: Using Semantic Networks to Annotate the Connectome
work_ab6296b9c563d6c0,2025.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Restoring Network Evolution from Static Structure
work_abf215762dd88bd3,2011.0,adjacent_relevant,verified,2,resolved: linked to graph,The Retrosplenial Cortex: Intrinsic Connectivity and Connections with the (Para)Hippocampal Region in the Rat. An Intera
work_ad46a1f8c544946f,2006.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),FANMOD: a tool for fast network motif detection
work_adc47fb958b56981,2025.0,adjacent_relevant,verified,2,resolved: linked to graph,Flexible Steering and Conflict Resolution: Pro-Goal/Anti-Goal Gating in Drosophila Lateral Accessory Lobes
work_ae35dcbe4ee37384,2021.0,adjacent_relevant,verified,8,resolved: linked to graph,An Open MRI Dataset For Multiscale Neuroscience
work_ae71590815fb9a2b,2019.0,role_bridge,verified,8,resolved: linked to graph,A Review of Intrinsic Optical Imaging Serial Blockface Histology (ICI-SBH) for Whole Rodent Brain Imaging
work_aea20c42d6eebc8d,2023.0,role_bridge,verified,12,resolved: linked to graph,Studying zebrafish nervous system structure and function in health and disease with electron microscopy
work_aebd692d3a9ff7ca,2021.0,role_bridge,verified,2,resolved: linked to graph,Connectomic Deep Brain Stimulation for Obsessive-Compulsive Disorder.
work_af073d72321fd44f,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),AD Pathology Spreading Detection Using Directional Motifs in Brain Connectomes
work_af593e0b9662ba81,2014.0,adjacent_relevant,verified,2,resolved: linked to graph,Frustrated hierarchical synchronization and emergent complexity in the human connectome network
work_af9d7bb1093dfbff,2023.0,adjacent_relevant,verified,5,resolved: linked to graph,Learning Multiscale Consistency for Self-Supervised Electron Microscopy Instance Segmentation
work_afc5847108c51ff0,2023.0,adjacent_relevant,verified,8,resolved: linked to graph,Analyzing Thalamocortical Tract-Tracing Experiments in a Common Reference Space
work_afe0fbf6e9c35179,2024.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Neuproofreader: An Interactive Proofreading System with Suggestive Prompts for Connectomics
work_b0142f28782e124e,2022.0,adjacent_relevant,verified,8,resolved: linked to graph,Fear memory-associated synaptic and mitochondrial changes revealed by deep learning-based processing of electron microsc
work_b01bce564ce2e416,2009.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),X-ray microscopy for neural circuit reconstruction
work_b0604b15b1df15d9,2016.0,adjacent_relevant,verified,8,resolved: linked to graph,Network Analysis and Visualization of Mouse Retina Connectivity Data
work_b0f4170db02ee937,2017.0,adjacent_relevant,verified,11,resolved: linked to graph,Role of Graph Architecture in Controlling Dynamical Networks with Applications to Neural Systems
work_b19047241efae5aa,2016.0,adjacent_relevant,verified,1,resolved: linked to graph,Gap junctions in C. elegans: Their roles in behavior and development
work_b28a841efc5f158e,2021.0,role_bridge,verified,8,resolved: linked to graph,Connectomic mapping of brain-spinal cord neural networks: future directions in assessing spinal cord injury at rest.
work_b394d6859daf9fc2,2013.0,role_bridge,verified,4,resolved: linked to graph,BrainNet Viewer: A Network Visualization Tool for Human Brain Connectomics
work_b3c92e5d910843af,2020.0,adjacent_relevant,verified,11,resolved: linked to graph,Automatic whole cell organelle segmentation in volumetric electron microscopy
work_b3ee57aade123586,2018.0,adjacent_relevant,verified,6,resolved: linked to graph,The Mouse Cortical Connectome Characterized by an Ultra Dense Cortical Graph Maintains Specificity by Distinct Connectiv
work_b40a22a2240776e3,2022.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Enhancing Student Research Experiences with Open Data from the Allen Brain Map.
work_b4a11e45d1e24136,2022.0,adjacent_relevant,verified,11,resolved: linked to graph,Reprogramming the topology of the nociceptive circuit in C. elegans reshapes sexual behavior
work_b4c2e7661a5e5142,2021.0,core_relevant,not-in-s2,,unresolved (not-in-s2),Large-scale image segmentation based on distributed clustering algorithms
work_b615c7f2d7acb6f5,2021.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Anatomical and functional connectomes underlying hierarchical visual processing in mouse visual system
work_b64e797daab8dabf,2024.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Bilateral Symmetry and Asymmetry in the C. elegans Connectome: A Graph-Theoretic Analysis based on Redundancy Measures
work_b833458e7c3a0bc0,2021.0,adjacent_relevant,verified,13,resolved: linked to graph,Statistical Perspective on Functional and Causal Neural Connectomics: A Comparative Study
work_b866698ca919a87c,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"Structure, biophysics, and circuit function of a “giant” cortical presynaptic terminal"
work_b8d1a760494a9230,2010.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Beyond the wiring diagram: signalling through complex neuromodulator networks
work_b8d5a00c3d287d93,2021.0,adjacent_relevant,verified,3,resolved: linked to graph,Dense functional and molecular readout of a circuit hub in sensory cortex
work_b93454c723b2401e,2023.0,adjacent_relevant,verified,9,resolved: linked to graph,Translating single-neuron axonal reconstructions into meso-scale connectivity statistics in the mouse somatosensory thal
work_bb2d4b0826e2349f,2016.0,adjacent_relevant,verified,2,resolved: linked to graph,Discovering and deciphering relationships across disparate data modalities
work_bb38c758171f3527,2018.0,adjacent_relevant,verified,5,resolved: linked to graph,NeuroMorphoVis: a collaborative framework for analysis and visualization of neuronal morphology skeletons reconstructed 
work_bbd9387a25c87eb2,2025.0,role_bridge,verified,1,resolved: linked to graph,An Advanced Undergraduate Laboratory Course: Calcium Imaging and Data Analysis – a Mini Graduate Research Experience
work_be4e434079225987,2022.0,core_relevant,verified,14,resolved: linked to graph,Reconstructing neural circuits using multiresolution correlated light and electron microscopy
work_be80d8a355c9f3bc,2012.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Large scale brain models of epilepsy: dynamics meets connectomics
work_be994e78601aefa2,2019.0,adjacent_relevant,verified,2,resolved: linked to graph,Gotta Trace ‘em All: A Mini-Review on Tools and Procedures for Segmenting Single Neurons Toward Deciphering the Structur
work_bf960a676e2587a3,2022.0,core_relevant,verified,13,resolved: linked to graph,Petascale pipeline for precise alignment of images from serial section electron microscopy
work_c0291cd6d5d32157,2019.0,role_bridge,verified,4,resolved: linked to graph,BRAIN Initiative: Cutting-Edge Tools and Resources for the Community
work_c0da79108172b87a,2025.0,core_relevant,verified,3,resolved: linked to graph,FGNet: Leveraging Feature-Guided Attention to Refine SAM2 for 3D EM Neuron Segmentation
work_c100d45c17eea38c,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),VF2-PS: Parallel and Scalable Subgraph Monomorphism in Arachne
work_c285a4f34f98067b,2014.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),The huge plastic potential of adult brain and the role of connectomics: new insights provided by serial mappings in glio
work_c359e0f8d709c787,2015.0,role_bridge,not-in-s2,,unresolved (not-in-s2),What Properties are Desirable from an Electron Microscopy Segmentation Algorithm
work_c36c4a98a2fae36f,2022.0,adjacent_relevant,verified,2,resolved: linked to graph,Brain-wide analysis of the supraspinal connectome reveals anatomical correlates to functional recovery after spinal inju
work_c3d2ff5751f373b9,2013.0,role_bridge,verified,4,resolved: linked to graph,The history of CoCoMac
work_c47d226b15590ce5,2022.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),CELR: Cloud Enhanced Local Reconstruction from low-dose sparse Scanning Electron Microscopy images
