work_id,doi,title,year,era,time_role,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,decision,datasets,stages,organism,axis,method,abstract_missing,tag_source,why,in_global_core,stratum_champion_cells,added_for_coverage
work_047e0665d50b50ba,10.3389/fnana.2015.00142,Crowdsourcing the creation of image segmentation algorithms for connectomics,2015,2010–2015,history,13,2,12,91,370,1,core_relevant,,segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_0954491569c0a9da,10.1109/embc46164.2021.9630109,"CONFIRMS: A Toolkit for Scalable, Black Box Connectome Assessment and Investigation",2021,2020–2021,history,5,12,12,40,10,1,core_relevant,,alignment;segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_0c913304a5fb2574,10.1109/aipr.2016.8010595,Registering large volume serial-section electron microscopy image sets for neural circuit reconstruction using FFT signal whitening,2016,2016–2017,history,17,5,12,51,35,1,core_relevant,DS13 MICrONS;DS15 zebrafish,sectioning;alignment;segmentation,mouse;zebrafish,pipeline_stage,serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS13 MICrONS|2016–2017,
work_104e54f2c4601a53,10.1101/2023.05.21.541471,A method for extracting an approximated connectome from libraries of single cell anatomical reconstructions,2025,2025,,0,24,12,14,0,0,adjacent_relevant,DS03 Drosophila larva;DS05 hemibrain;DS15 zebrafish,proofreading;infrastructure;graph_analysis,fly;zebrafish,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout,,organism:zebrafish|2025;dataset:DS03 Drosophila larva|2025;dataset:DS05 hemibrain|2025;dataset:DS15 zebrafish|2025,yes
work_118a0b13d2e80966,10.48550/arxiv.2606.21116,ConnectomeBench2: A Unified Benchmark for Automated Connectomic Proofreading,2026,2026,sota,0,25,12,35,0,1,core_relevant,DS15 zebrafish,segmentation;proofreading;graph_analysis,zebrafish,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out,yes,organism:zebrafish|2026;dataset:DS15 zebrafish|2026,
work_11b6d0203fd3730b,10.1101/2025.07.02.662847,MoMo - Combining Neuron Morphology and Connectivity for Interactive Motif Analysis in Connectomes,2025,2025,,1,21,12,51,2,0,core_relevant,,infrastructure;graph_analysis,,pipeline_stage,Network motifs,false,dryrun+stages+title_abstract,unproven_2025_low_inout,,method:Network motifs|2025,yes
work_1be607ebbabecd91,10.7554/elife.11147,A serial multiplex immunogold labeling method for identifying peptidergic neurons in connectomes,2015,2010–2015,history,11,15,12,44,49,1,core_relevant,DS22 Platynereis,sectioning;acquisition,other,pipeline_stage,ssTEM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_1c4e68a0ac51bff8,10.1016/j.cub.2024.08.025,Serotonergic modulation of swallowing in a complete fly vagus nerve connectome,2024,2024,,2,14,12,77,14,0,core_relevant,,acquisition,fly,pipeline_stage,TEM,false,dryrun+title_abstract_organism+stages+title_abstract,unproven_2024_low_inout,,method:TEM|2024,yes
work_29a46ffc83e815f5,10.1101/2024.08.27.609993,NeuroSC: Exploring Neurodevelopment via Spatiotemporal Collation of Anatomical Networks,2024,2024,,1,17,12,23,2,0,core_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis;acquisition,elegans,pipeline_stage,volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,unproven_2024_low_inout,,stage:acquisition|2024,yes
work_29f2f0197383d513,nan,RhoanaNet Pipeline: Dense Automatic Neural Annotation,2016,2016–2017,history,11,8,12,35,23,1,core_relevant,DS11 Kasthuri neocortex;DS13 MICrONS,segmentation;proofreading;infrastructure;graph_analysis,mouse,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_2d64fdbc21798739,10.1101/2023.10.16.562590,Data-driven motif discovery in biological neural networks,2023,2022–2023,history,2,16,12,20,2,1,adjacent_relevant,DS01 C. elegans (White+),acquisition;graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_2dd964b0e399a1fe,10.1146/annurev-neuro-071714-033954,From Cajal to Connectome and Beyond.,2016,2016–2017,history,32,4,12,76,157,1,adjacent_relevant,,,,,electron microscopy,false,title_abstract,history_milestone,yes,,
work_2e89582f1e165cd3,10.7554/elife.40247,Convergence of monosynaptic and polysynaptic sensory paths onto common motor outputs in a Drosophila feeding connectome,2018,2018–2019,history,8,6,12,73,57,1,core_relevant,DS03 Drosophila larva,,fly,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,,
work_32632f2c4700ef08,10.3389/fnana.2021.627368,Three-Dimensional Structure of Dendritic Spines Revealed by Volume Electron Microscopy Techniques,2021,2020–2021,history,2,19,12,46,13,1,adjacent_relevant,,sectioning;segmentation;graph_analysis;acquisition,,pipeline_stage,ssTEM,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,method:ssTEM|2020–2021,
work_354bd14e8f435b6f,10.1016/j.conb.2014.01.019,Toward large-scale connectome reconstructions.,2014,2010–2015,history,31,4,12,73,88,1,adjacent_relevant,,segmentation,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_37dddd285c63a03f,nan,Toward Streaming Synapse Detection with Compositional ConvNets,2017,2016–2017,history,7,10,12,17,11,1,core_relevant,,segmentation;synapses;graph_analysis,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_3dbce6aa5261fb05,10.7554/elife.62567,Circuits for integrating learned and innate valences in the insect brain,2021,2020–2021,history,13,9,12,84,48,1,core_relevant,DS03 Drosophila larva,,fly,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,axis:registry_dataset|2020–2021,
work_3de0825b6d9efa49,nan,Flood-Filling Networks,2016,2016–2017,history,21,3,12,59,43,1,core_relevant,,segmentation;acquisition,,pipeline_stage,Flood-filling networks;volume EM,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,,
work_3fddccfee3181b91,10.1038/s41592-022-01624-x,SyConn2: dense synaptic connectivity inference for volume electron microscopy,2022,2022–2023,history,11,11,12,67,19,1,core_relevant,DS19 songbird,infrastructure;acquisition,other,pipeline_stage,volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,history_milestone,yes,organism:other|2022–2023;dataset:DS19 songbird|2022–2023,
work_41a8c234a5f33895,10.1038/nn.3837,The big data challenges of connectomics,2014,2010–2015,history,21,4,12,90,258,1,adjacent_relevant,,,,,electron microscopy,false,title_abstract,history_milestone,yes,axis:untagged|2010–2015,
work_440fdfad4902f6ae,10.1016/j.conb.2008.08.010,Ome sweet ome: what can the genome tell us about the connectome?,2008,2005–2009,history,43,0,12,70,203,1,adjacent_relevant,,acquisition;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,stage:acquisition|2005–2009,
work_53718a1849dde13e,10.1109/cvprw59228.2023.00450,Learning to Correct Sloppy Annotations in Electron Microscopy Volumes,2023,2022–2023,history,2,11,12,28,3,1,core_relevant,DS21 octopus,segmentation;proofreading,other,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_55ce3fd567669f6c,10.1038/s41598-022-15027-7,Edge-colored directed subgraph enumeration on the connectome,2022,2022–2023,history,5,18,12,49,8,1,core_relevant,,acquisition;segmentation;synapses;graph_analysis,,pipeline_stage,Network motifs,false,dryrun+stages+title_abstract,history_milestone,yes,method:Network motifs|2022–2023,
work_5a6c5487632f1a79,10.1038/s42254-022-00430-w,Imaging whole-brain activity to understand behavior,2022,2022–2023,history,5,14,12,91,66,1,adjacent_relevant,DS01 C. elegans (White+);DS15 zebrafish,graph_analysis,elegans;zebrafish,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_5c2b6a3221e4435d,10.1101/2020.06.08.140533,DotMotif: an open-source tool for connectome subgraph isomorphism search and graph queries,2020,2020–2021,history,20,11,12,72,41,1,core_relevant,,infrastructure;graph_analysis;modeling,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_600f533bc97ab74c,10.3389/fnsys.2026.1822122,Convergence-divergence circuits for multimodal integration of innate and learned opponent valences,2026,2026,sota,0,15,12,35,0,1,core_relevant,,,fly,,,false,title_abstract_organism,sota_2026_out,yes,,
work_6a673ad711320968,10.1101/2022.06.01.494307,Scalable graph analysis tools for the connectomics community,2022,2022–2023,history,4,12,12,33,5,1,core_relevant,,proofreading;infrastructure;graph_analysis,,pipeline_stage,neuPrint,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_705030ef2bfb656f,10.1109/tmi.2024.3400276,WASPSYN: A Challenge for Domain Adaptive Synapse Detection in Microwasp Brain Connectomes,2024,2024,,2,13,12,38,4,0,core_relevant,,preparation;proofreading;synapses,,pipeline_stage,,false,dryrun+stages,unproven_2024_low_inout,,stage:synapses|2024,yes
work_77f7a01eb5b8c41e,10.3109/01677063.2016.1166224,Connectome studies on Drosophila: a short perspective on a tiny brain,2016,2016–2017,history,8,11,12,32,19,1,adjacent_relevant,DS01 C. elegans (White+);DS09/DS10 mouse retina,sectioning;acquisition;synapses;graph_analysis,elegans;mouse,pipeline_stage,SEM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS09/DS10 mouse retina|2016–2017,
work_798e413af36b6f31,10.1109/cvpr.2019.00219,Biologically-Constrained Graphs for Global Connectomics Reconstruction,2019,2018–2019,history,17,10,12,66,37,1,core_relevant,,segmentation;proofreading;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_7ed8d73ae2a0bf85,10.3389/fncir.2018.00102,Analyzing Image Segmentation for Connectomics,2018,2018–2019,history,10,10,12,45,26,1,core_relevant,,segmentation;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_7fe8ac21d730c5c5,10.7554/elife.08069,Inter-individual stereotypy of the Platynereis larval visual connectome,2015,2010–2015,history,24,6,12,40,46,1,core_relevant,DS22 Platynereis,sectioning;acquisition,other,pipeline_stage,ssTEM;serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_82f50d96861b845b,10.1016/j.cub.2023.09.021,A complete reconstruction of the early visual system of an adult insect.,2023,2022–2023,history,4,15,12,79,19,1,core_relevant,,modeling,fly,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_8627e5369ab9b3fe,10.1101/2024.04.21.590464,Connectomic Analysis of Mitochondria in the Central Brain of Drosophila,2026,2026,sota,3,16,12,99,6,1,core_relevant,DS05 hemibrain,synapses;infrastructure,fly,pipeline_stage,neuPrint;electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out,yes,dataset:DS05 hemibrain|2026;method:neuPrint|2026,
work_86e1de14f17fce4c,10.7554/elife.96084,Organization of circuits linking descending input to motor output in the Drosophila Male Adult Nerve Cord connectome,2026,2026,sota,0,12,12,89,2,1,core_relevant,DS07 VNC (FANC/MANC),proofreading,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,,
work_872019d711145384,10.7554/elife.24394,The comprehensive connectome of a neural substrate for ‘ON’ motion detection in Drosophila,2017,2016–2017,history,14,3,12,83,184,1,core_relevant,,modeling,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,stage:modeling|2016–2017,
work_8807986533ec5350,nan,Annotating Synapses in Large EM Datasets,2014,2010–2015,history,18,6,12,40,25,1,core_relevant,,proofreading,fly,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_8891f2f24aa7086a,10.3389/fnsyn.2021.754814,Towards a Comprehensive Optical Connectome at Single Synapse Resolution via Expansion Microscopy,2022,2022–2023,history,2,22,12,58,13,1,adjacent_relevant,DS01 C. elegans (White+);DS15 zebrafish;DS20 Ciona,preparation;proofreading,elegans;zebrafish;other,pipeline_stage,expansion microscopy;electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS20 Ciona|2022–2023,
work_8c54f7481fa31618,10.7554/elife.37550,A resource for the Drosophila antennal lobe provided by the connectome of glomerulus VA1v,2018,2018–2019,history,5,9,12,57,39,1,core_relevant,,sectioning,fly,pipeline_stage,FIB-SEM,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_8ce856dac0188a93,10.64898/2026.06.23.733969,Organizational principles governing synapse types in a whole-brain connectome,2026,2026,sota,0,17,12,35,0,1,core_relevant,,graph_analysis,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,sota_2026_out,yes,,
work_94ff9e171c976c2c,10.7554/elife.26349,Synaptic and peptidergic connectome of a neurosecretory center in the annelid brain,2017,2016–2017,history,17,11,12,66,80,1,core_relevant,DS22 Platynereis,acquisition,other,pipeline_stage,TEM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS22 Platynereis|2016–2017;method:TEM|2016–2017,
work_975468f3186a2d44,10.1016/j.media.2015.02.001,Large-Scale Automatic Reconstruction of Neuronal Processes from Electron Microscopy Images,2013,2010–2015,history,15,2,12,71,138,1,core_relevant,,preparation;acquisition;segmentation;proofreading;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_97f80d18931aae82,10.1093/gigascience/giaa147,"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets",2020,2020–2021,history,2,12,12,21,4,1,core_relevant,,infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_9d8ce18df11df9cc,10.1038/s41586-025-08985-1,Light-microscopy-based connectomic reconstruction of mammalian brain tissue,2025,2025,sota,21,15,12,99,62,1,core_relevant,,preparation;segmentation,,pipeline_stage,LICONN light-microscopy connectomics,false,title_abstract+stages+methods_registry,sota_2025_out_and_in,yes,stage:preparation|2025;method:LICONN light-microscopy connectomics|2025,
work_9de42838001f372f,10.3389/fninf.2015.00020,An automated images-to-graphs framework for high resolution connectomics,2014,2010–2015,history,14,13,12,42,26,1,core_relevant,,infrastructure;graph_analysis;sectioning;segmentation,,pipeline_stage,serial-section EM,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,,
work_9ec0e96a45077d8a,10.1016/j.conb.2021.10.006,Neural architectures in the light of comparative connectomics,2021,2020–2021,history,4,10,12,62,22,1,adjacent_relevant,,infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_a420712d6b601b7b,10.1101/852863,Enabling FIB-SEM Systems for Large Volume Connectomics and Cell Biology,2019,2018–2019,history,11,8,12,53,24,1,core_relevant,,sectioning;acquisition;alignment;proofreading,,pipeline_stage,FIB-SEM,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,,
work_a77b316df3ecbc0e,10.1016/j.crmeth.2026.101429,DRIFT-EM enables direct wafer retrieval of ultrathin serial sections for large-volume electron microscopy,2026,2026,sota,0,16,12,35,0,1,core_relevant,,sectioning;infrastructure;acquisition,,pipeline_stage,ATUM + WaferMapper;MagC;serial-section EM,false,dryrun+title_abstract+stages+title_abstract,sota_2026_out,yes,stage:sectioning|2026;method:serial-section EM|2026;method:ATUM + WaferMapper|2026;method:MagC|2026,
work_a811ceacfcca68a7,10.1038/nmeth.2480,Why not connectomics?,2013,2010–2015,history,17,3,12,76,149,1,role_bridge,,,,,,false,blank,history_milestone,yes,,
work_aa243bbb4279b65b,10.3389/fninf.2014.00034,Graph-based active learning of agglomeration (GALA): a Python library to segment 2D and 3D neuroimages,2014,2010–2015,history,22,6,12,60,58,1,core_relevant,,segmentation;proofreading;graph_analysis,,pipeline_stage,GALA agglomeration;electron microscopy,false,dryrun+stages+registry+title_abstract,history_milestone,yes,method:GALA agglomeration|2010–2015,
work_ae9a3ca349c79d5b,10.3390/informatics4030029,Scalable Interactive Visualization for Connectomics,2017,2016–2017,history,11,22,12,37,28,1,core_relevant,,proofreading;infrastructure;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_afb5ff09ed0db00c,10.1109/cvpr.2018.00971,Guided Proofreading of Automatic Segmentations for Connectomics,2017,2016–2017,history,17,13,12,43,31,1,core_relevant,,segmentation;proofreading,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_b5ff748c577ee45c,10.1109/tvcg.2014.2346371,Design and Evaluation of Interactive Proofreading Tools for Connectomics,2014,2010–2015,history,23,4,12,62,60,1,core_relevant,,segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_b6f9d48dfa37f399,10.1038/s41586-025-08746-0,Connectome-driven neural inventory of a complete visual system,2025,2025,sota,9,23,12,91,18,1,core_relevant,,sectioning;acquisition;infrastructure,fly,pipeline_stage,FIB-SEM,false,dryrun+title_abstract_organism+stages+title_abstract,sota_2025_out_and_in,yes,,
work_c293467c574e8c22,10.1101/2022.11.23.517722,Hierarchical Modular Structure of the Drosophila Connectome,2022,2022–2023,history,10,10,12,62,15,1,core_relevant,DS05 hemibrain,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_c3acb4802f98e9c8,10.1145/3018743.3018766,A Multicore Path to Connectomics-on-Demand,2017,2016–2017,history,9,13,12,31,23,1,core_relevant,,infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c52eb93ad06102ec,10.1109/tvcg.2013.142,ConnectomeExplorer: Query-Guided Visual Analysis of Large Volumetric Neuroscience Data,2013,2010–2015,history,21,8,12,59,80,1,core_relevant,,segmentation;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c608ded31d0a89bd,nan,A Multi-Pass Approach to Large-Scale Connectomics,2016,2016–2017,history,13,6,12,63,49,1,core_relevant,DS11 Kasthuri neocortex;DS13 MICrONS,acquisition;segmentation;proofreading;graph_analysis,mouse,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS11 Kasthuri neocortex|2016–2017,
work_c92a0fc5d845cc35,10.1101/2021.11.24.469932,A scalable and modular automated pipeline for stitching of large electron microscopy datasets,2021,2020–2021,history,10,15,12,69,28,1,core_relevant,DS13 MICrONS,sectioning;alignment;infrastructure;graph_analysis,fly,pipeline_stage,array tomography;serial-section EM,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,method:array tomography|2020–2021,
work_d27171e633af746f,10.3389/fncir.2022.977700,"Igneous: Distributed dense 3D segmentation meshing, neuron skeletonization, and hierarchical downsampling",2022,2022–2023,history,7,8,12,65,17,1,role_bridge,,segmentation;proofreading;infrastructure,,pipeline_stage,CloudVolume/Igneous;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,method:CloudVolume/Igneous|2022–2023,
work_d93655b739e2e89d,10.7554/elife.12432,A cellular and regulatory map of the cholinergic nervous system of C. elegans,2015,2010–2015,history,34,9,12,89,329,1,adjacent_relevant,DS01 C. elegans (White+),preparation;graph_analysis,elegans,pipeline_stage,Network motifs,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_e041f1f1b056645a,10.1101/2023.10.20.563359,A Novel Semi-automated Proofreading and Mesh Error Detection Pipeline for Neuron Extension,2023,2022–2023,history,6,14,12,51,7,1,core_relevant,,segmentation;proofreading;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_e2f25ee5bf2bee47,10.1038/s41586-025-08925-z,Comparative connectomics of Drosophila descending and ascending neurons,2025,2025,sota,11,17,12,96,28,1,adjacent_relevant,DS07 VNC (FANC/MANC),proofreading,fly,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,sota_2025_out_and_in,yes,dataset:DS07 VNC (FANC/MANC)|2025,
work_e38ce8eb753d5588,10.3389/fcomp.2021.613981,FusionNet: A Deep Fully Residual Convolutional Neural Network for Image Segmentation in Connectomics,2016,2016–2017,history,16,16,12,89,274,1,core_relevant,,segmentation;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_e3fe7b657f85f0ee,10.1101/2020.01.17.909572,Accelerated EM Connectome Reconstruction using 3D Visualization and Segmentation Graphs,2020,2020–2021,history,9,7,12,36,10,1,core_relevant,,segmentation;proofreading;synapses;graph_analysis,,pipeline_stage,Structured-loss affinity segmentation;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,method:Structured-loss affinity segmentation|2020–2021,
work_e537b8e00c039417,10.1038/s41467-020-18422-8,Light microscopy based approach for mapping connectivity with molecular specificity,2020,2020–2021,history,9,8,12,79,48,1,adjacent_relevant,,preparation,,pipeline_stage,expansion microscopy;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,method:expansion microscopy|2020–2021,
work_f0100b9066a02655,10.1186/s12859-024-05732-7,NeuronBridge: an intuitive web application for neuronal morphology search across large data sets,2022,2022–2023,history,14,9,12,84,38,1,adjacent_relevant,,infrastructure;graph_analysis,fly,pipeline_stage,confocal;electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:confocal|2022–2023,
work_f144bf9a5935462c,10.1038/nrn.2016.182,Micro-connectomics: probing the organization of neuronal networks at the cellular scale,2017,2016–2017,history,7,10,12,73,117,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_fd6f2aa9a63d2293,10.1186/s12859-022-04991-6,Joint reconstruction of neuron and ultrastructure via connectivity consensus in electron microscope volumes,2022,2022–2023,history,0,21,12,17,2,1,core_relevant,,segmentation;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_fe4fbe0b28a2fe59,10.3389/fphys.2023.1076533,Virtual Fly Brain—An interactive atlas of the Drosophila nervous system,2023,2022–2023,history,13,13,12,95,51,1,role_bridge,,,fly,,,false,title_abstract_organism,history_milestone,yes,axis:untagged|2022–2023,
work_fe975f52ca253f7e,10.1371/journal.pcbi.1005283,The Multilayer Connectome of Caenorhabditis elegans,2016,2016–2017,history,48,8,12,85,238,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,organism:elegans|2016–2017;dataset:DS01 C. elegans (White+)|2016–2017,
work_ff2e9f919f0cbaff,10.1016/j.cub.2023.05.010,Cyclic structure with cellular precision in a vertebrate sensorimotor neural circuit,2023,2022–2023,history,6,15,12,68,12,1,core_relevant,DS01 C. elegans (White+);DS15 zebrafish,graph_analysis,elegans;zebrafish,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_03c23d6e53a2fa11,10.1038/s41587-025-02905-4,All-optical visualization of specific molecules in the ultrastructural context of brain tissue,2022,2022–2023,history,8,11,11,87,41,1,adjacent_relevant,,preparation,mouse,pipeline_stage,expansion microscopy;CLEM;confocal;electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:expansion microscopy|2022–2023;method:CLEM|2022–2023,
work_0b670a6c52756d20,nan,Bridging the Gap: Point Clouds for Merging Neurons in Connectomics,2021,2020–2021,history,5,7,11,31,6,1,core_relevant,,segmentation;proofreading;infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_14ac87ba48283ac0,10.1101/2020.04.16.043398,Neuronal Subcompartment Classification and Merge Error Correction,2020,2020–2021,history,9,5,11,50,19,1,core_relevant,,proofreading,,pipeline_stage,volume EM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_1d4b6e5375da0fe3,10.1038/s41586-024-07088-7,Synaptic wiring motifs in posterior parietal cortex support decision-making,2022,2022–2023,history,5,7,11,90,59,1,core_relevant,,graph_analysis,,pipeline_stage,Network motifs;two-photon;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_239dd3ff619a0a41,10.1101/2020.02.18.954354,An anatomical substrate of credit assignment in reinforcement learning,2020,2020–2021,history,5,9,11,44,16,1,core_relevant,DS19 songbird,modeling;acquisition,other,pipeline_stage,volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS19 songbird|2020–2021,
work_2df8be6327964093,10.1101/2021.06.09.447732,Desmosomal connectomics of all somatic muscles in an annelid larva,2021,2020–2021,history,1,11,11,15,2,1,core_relevant,DS22 Platynereis,segmentation;proofreading;graph_analysis;acquisition,other,pipeline_stage,volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_32bc69744c269989,10.1038/s41467-024-45971-z,Heterogeneity of synaptic connectivity in the fly visual system,2023,2022–2023,history,4,10,11,70,13,1,core_relevant,DS04 FAFB;DS06 FlyWire,graph_analysis,fly,pipeline_stage,expansion microscopy;FlyWire,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS04 FAFB|2022–2023,
work_42ac0b1d50535d45,10.1186/s12915-026-02641-4,Signed motif analysis of the Caenorhabditis elegans neuronal network reveals positive feedforward and negative feedback loops,2026,2026,sota,0,23,11,35,0,1,core_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,Network motifs,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out,yes,organism:elegans|2026;dataset:DS01 C. elegans (White+)|2026;method:Network motifs|2026,
work_43f9ddf96b1a7595,10.1093/genetics/iyab072,Methods for analyzing neuronal structure and activity in Caenorhabditis elegans.,2021,2020–2021,history,1,11,11,49,14,1,adjacent_relevant,DS01 C. elegans (White+),infrastructure,elegans,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_50997c68f9311844,10.1038/s41593-026-02388-9,Hippocampal CA3 connectomics reveals a gradient of mossy fiber inputs and selective feedforward inhibition onto pyramidal cells.,2026,2026,sota,0,15,11,35,0,1,core_relevant,DS13 MICrONS,segmentation;proofreading;infrastructure;graph_analysis,mouse,pipeline_stage,volume EM,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out,yes,dataset:DS13 MICrONS|2026,
work_5abec42a57c2d02e,10.1101/2024.11.18.624135,Probing circuit mechanisms of feature selectivity in mouse visual cortex through synaptic-resolution connectomics,2025,2025,,0,16,11,14,0,0,core_relevant,DS12 L4 barrel cortex;DS13 MICrONS,infrastructure;modeling,mouse,pipeline_stage,Connectome-constrained visual-system model,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout,,dataset:DS12 L4 barrel cortex|2025;method:Connectome-constrained visual-system model|2025,yes
work_5d14dfa16e4b8cf3,10.1038/s41593-025-02080-4,Prediction of neural activity in connectome-constrained recurrent networks,2024,2024,sota,5,22,11,87,23,1,core_relevant,,infrastructure;modeling,,pipeline_stage,Connectome-constrained visual-system model,false,dryrun+stages+title_abstract,sota_2024_out_and_in,yes,method:Connectome-constrained visual-system model|2024,
work_6f9a7974a1b12683,10.1016/j.isci.2026.115624,The Drosophila connectome reveals axo-axonic synapses on descending neurons,2026,2026,sota,0,17,11,35,0,1,core_relevant,DS07 VNC (FANC/MANC),preparation;graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out,yes,dataset:DS07 VNC (FANC/MANC)|2026,
