work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,abstract,citation_count_work,year,venue,pilot_stratum
work_30ab633401383953,059df67ee506c4a9d865c67da2d80a07bf954071,unresolved,1,059df67ee506c4a9d865c67da2d80a07bf954071,Semi-Automatic Correction of 3D Tubular Structure Skeletons via Component-Wise MST and Filtered Delaunay Triangulation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bcb488502670d5a3c4e3dc3f35f9b98bab57db349b4a3650c135be026fc30a4a,batch_007,role_bridge,"['reconstruction_segmentation', 'proofreading_qc']",0.75,Skeletonization of tubular structures from 3D imaging is essential for tasks such as... neural connectomes,Semi-automatic skeleton correction tool applicable to connectomics.,[],True,low_confidence,"Skeletonization of tubular structures from 3D imaging is essential for tasks such as morphometric analysis, transport or flow simulation, and procedural planning in domains including vascular networks, plant root systems, and neural connectomes. However, automatic skeleton extraction often introduces topological artifacts, such as erroneous connections between nearby branches and fragmented centerlines caused by noise or missing data. Correcting these artifacts manually can be time-consuming and error-prone, especially when precise interaction is required. We present a semi-automatic correction method that reconstructs a plausible centerline connection from minimal user input. Given a user-selected source and target point, our method traces a path by combining (i) component-wise minimum spanning trees for stable local propagation and (ii) a filtered 3D Delaunay edge graph for bridging gaps and handling ambiguous junctions. Candidate steps are ranked using a score that accounts for direction continuity, spatial proximity, component consistency, and target-directed progress. The output is an ordered polyline (or edge sequence) that can be used as a suggested correction and integrated into downstream skeleton post-processing workflows. We implement the system in C++ with an interactive viewer based on Libigl and demonstrate representative qualitative results on brain vessel datasets, including correction of typical “crossing” and “dotted” artifacts. While our current validation is qualitative, the method is lightweight and serves as a practical building block toward more comprehensive interactive correction pipelines in biomedical imaging and related domains.",0,2026.0,International Conference on Multimedia Retrieval,role_bridge
work_b28a841efc5f158e,b3124f2f87742d8a89b9e5849c7e9fdf00fecf2f,role_bridge,1,b3124f2f87742d8a89b9e5849c7e9fdf00fecf2f,Connectomic mapping of brain-spinal cord neural networks: future directions in assessing spinal cord injury at rest.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4a98055eaf549113ae447a9ac363c73be09e28f0da182c648b5d986252c52991,batch_027,role_bridge,['biological_application'],0.72,Brain connectomes based on neuroimaging data is a relatively new field of research that maps the brain's large-scale structural and functional networks at rest,SCI review of macro brain-spinal cord connectome concept.,[],True,low_confidence,"Following spinal cord injury (SCI), the central nervous system undergoes significant reconstruction. The dynamic change in the interaction of the brain-spinal cord axis as well as in structure-function relations plays a vital role in the determination of neurological functions, which might have important clinical implications for the treatment and its efficacy evaluation of patients with SCI. Brain connectomes based on neuroimaging data is a relatively new field of research that maps the brain's large-scale structural and functional networks at rest. Importantly, increasing evidence shows that such resting-state signals can also be seen in the spinal cord. In the present review, we focus on the reconstruction of multi-level neural circuits after SCI. We also describe how the connectome concept could further our understanding of neuroplasticity after SCI. We propose that mapping the cortical-subcortical-spinal cord networks can provide novel insights into the pathologies of SCI.",1,2021.0,Neurosciences research,role_bridge
work_fc2482a7f46c841c,defb94d732c2d366953f38e715cba046a728a986,role_bridge,1,defb94d732c2d366953f38e715cba046a728a986,Semi-Supervised Neuron Segmentation via Reinforced Consistency Learning,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1a6a8a55ec922cf54f6b012de6e610ddd63799ad72ff94f16cf07db107ae4353,batch_039,role_bridge,"['reconstruction_segmentation', 'infrastructure']",0.87,automatic neuron segmentation from Electron Microscopy (EM) volumes,Semi-supervised reinforced consistency learning for EM neuron segmentation.,[],False,,"Emerging deep learning-based methods have enabled great progress in automatic neuron segmentation from Electron Microscopy (EM) volumes. However, the success of existing methods is heavily reliant upon a large number of annotations that are often expensive and time-consuming to collect due to dense distributions and complex structures of neurons. If the required quantity of manual annotations for learning cannot be reached, these methods turn out to be fragile. To address this issue, in this article, we propose a two-stage, semi-supervised learning method for neuron segmentation to fully extract useful information from unlabeled data. First, we devise a proxy task to enable network pre-training by reconstructing original volumes from their perturbed counterparts. This pre-training strategy implicitly extracts meaningful information on neuron structures from unlabeled data to facilitate the next stage of learning. Second, we regularize the supervised learning process with the pixel-level prediction consistencies between unlabeled samples and their perturbed counterparts. This improves the generalizability of the learned model to adapt diverse data distributions in EM volumes, especially when the number of labels is limited. Extensive experiments on representative EM datasets demonstrate the superior performance of our reinforced consistency learning compared to supervised learning, i.e., up to 400% gain on the VOI metric with only a few available labels. This is on par with a model trained on ten times the amount of labeled data in a supervised manner. Code is available at https://github.com/weih527/SSNS-Net.",75,2022.0,IEEE Transactions on Medical Imaging,role_bridge
work_7a72a1edac8e6c06,36bd613bc2e7c81e2da863a0b7ebb34b343e7693,core_audit,1,36bd613bc2e7c81e2da863a0b7ebb34b343e7693,Deep and Wide Multiscale Recursive Networks for Robust Image Labeling,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c7038fbaca237f1eb84eff988e4a59028603c7130793961d1abeeb74ed66dfef,batch_019,role_bridge,['reconstruction_segmentation'],0.85,Feedforward multilayer networks trained by supervised learning have recently demonstrated state of the art performance on image labeling problems such as boundary prediction,Deep image labeling networks applicable to EM connectomic segmentation.,[],False,,"Feedforward multilayer networks trained by supervised learning have recently demonstrated state of the art performance on image labeling problems such as boundary prediction and scene parsing. As even very low error rates can limit practical usage of such systems, methods that perform closer to human accuracy remain desirable. In this work, we propose a new type of network with the following properties that address what we hypothesize to be limiting aspects of existing methods: (1) a `wide' structure with thousands of features, (2) a large field of view, (3) recursive iterations that exploit statistical dependencies in label space, and (4) a parallelizable architecture that can be trained in a fraction of the time compared to benchmark multilayer convolutional networks. For the specific image labeling problem of boundary prediction, we also introduce a novel example weighting algorithm that improves segmentation accuracy. Experiments in the challenging domain of connectomic reconstruction of neural circuity from 3d electron microscopy data show that these ""Deep And Wide Multiscale Recursive"" (DAWMR) networks lead to new levels of image labeling performance. The highest performing architecture has twelve layers, interwoven supervised and unsupervised stages, and uses an input field of view of 157,464 voxels ($54^3$) to make a prediction at each image location. We present an associated open source software package that enables the simple and flexible creation of DAWMR networks.",45,2013.0,International Conference on Learning Representations,role_bridge
work_0d8d0f74d4acd55d,9c5c187d82b62a2bcb62d7a9d76316ba04b22002,core_audit,1,9c5c187d82b62a2bcb62d7a9d76316ba04b22002,A theory of learning with constrained weight-distribution,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8268c8fa6161c7f3f091bed5b94d9f6112ed9e0e01da3f85ac70f8af432d9ea4,batch_002,role_bridge,"['network_science', 'structure_function_modeling']",0.82,high-quality large-scale connectomic datasets... distribution of synaptic weights,Theoretical ML/neuroscience inspired by connectomic weight structure.,[],True,low_confidence,"A central question in computational neuroscience is how structure determines function in neural networks. The emerging high-quality large-scale connectomic datasets raise the question of what general functional principles can be gleaned from structural information such as the distribution of excitatory/inhibitory synapse types and the distribution of synaptic weights. Motivated by this question, we developed a statistical mechanical theory of learning in neural networks that incorporates structural information as constraints. We derived an analytical solution for the memory capacity of the perceptron, a basic feedforward model of supervised learning, with constraint on the distribution of its weights. Our theory predicts that the reduction in capacity due to the constrained weight-distribution is related to the Wasserstein distance between the imposed distribution and that of the standard normal distribution. To test the theoretical predictions, we use optimal transport theory and information geometry to develop an SGD-based algorithm to find weights that simultaneously learn the input-output task and satisfy the distribution constraint. We show that training in our algorithm can be interpreted as geodesic flows in the Wasserstein space of probability distributions. We further developed a statistical mechanical theory for teacher-student perceptron rule learning and ask for the best way for the student to incorporate prior knowledge of the rule. Our theory shows that it is beneficial for the learner to adopt different prior weight distributions during learning, and shows that distribution-constrained learning outperforms unconstrained and sign-constrained learning. Our theory and algorithm provide novel strategies for incorporating prior knowledge about weights into learning, and reveal a powerful connection between structure and function in neural networks.",4,2022.0,arXiv.org,role_bridge
work_10625a8cbeb96224,26da2f0eaf6a66dab66d7b27d174cc0a2e3fd984,role_bridge,1,26da2f0eaf6a66dab66d7b27d174cc0a2e3fd984,Visualization in Connectomics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,77297cbb9c9e64707969d39364c8bce4525da9af62977a08ccb4bf3590fbf67f,batch_002,role_bridge,['infrastructure'],0.85,Connectomics is a branch of neuroscience that attempts to create a connectome,Visualization review for connectomics field.,[],False,,"Connectomics is a branch of neuroscience that attempts to create a connectome, i.e., a complete map of the neuronal system and all connections between neuronal structures. This representation can be used to understand how functional brain states emerge from their underlying anatomical structures and how dysfunction and neuronal diseases arise. We review the current state-of-the-art of visualization and image processing techniques in the field of connectomics and describe a number of challenges. After a brief summary of the biological background and an overview of relevant imaging modalities, we review current techniques to extract connectivity information from image data at macro-, meso- and microscales. We also discuss data integration and neural network modeling, as well as the visualization, analysis and comparison of brain networks.",36,2012.0,Scientific Visualization,role_bridge
work_36162776d7c53766,499d11a3929db6d5b9aa1324c40bd6970d0c39e8,role_bridge,1,499d11a3929db6d5b9aa1324c40bd6970d0c39e8,Multilayer Analysis and Visualization of Networks,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0aa1c140bb74773d3116a1a15eb0a04eed244d8501210fabf19c39968a1c855f,batch_008,role_bridge,"['network_science', 'infrastructure']",0.76,multilayer networks... neuronal and transportation networks,General multilayer network analysis tool demo on neuronal data.,[],True,low_confidence,"Multilayer relationships among entities and information about entities must be accompanied by the means to analyse, visualize and obtain insights from such data. We present open-source software (muxViz) that contains a collection of algorithms for the analysis of multilayer networks, which are an important way to represent a large variety of complex systems throughout science and engineering. We demonstrate the ability of muxViz to analyse and interactively visualize multilayer data using empirical genetic, neuronal and transportation networks. Our software is available at https://github.com/manlius/muxViz.",406,2014.0,J. Complex Networks,role_bridge
work_a23ce36ad5e18db0,9d0ebd2ef6c538087eb0a4896448983585bae41b,unresolved,1,9d0ebd2ef6c538087eb0a4896448983585bae41b,Artificial intelligence role in advancement of human brain connectome studies,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d2168b5748c4282e5cd014cf1070eaa08c076cea9068b0e520fb5be73e5e5a7c,batch_025,role_bridge,"['network_science', 'health_translation']",0.74,Connectome is the data obtained from neuronal connections,AI review applied to macro neuroimaging connectome data.,[],True,low_confidence,"Neurons are interactive cells that connect via ions to develop electromagnetic fields in the brain. This structure functions directly in the brain. Connectome is the data obtained from neuronal connections. Since neural circuits change in the brain in various diseases, studying connectome sheds light on the clinical changes in special diseases. The ability to explore this data and its relation to the disorders leads us to find new therapeutic methods. Artificial intelligence (AI) is a collection of powerful algorithms used for finding the relationship between input data and the outcome. AI is used for extraction of valuable features from connectome data and in turn uses them for development of prognostic and diagnostic models in neurological diseases. Studying the changes of brain circuits in neurodegenerative diseases and behavioral disorders makes it possible to provide early diagnosis and development of efficient treatment strategies. Considering the difficulties in studying brain diseases, the use of connectome data is one of the beneficial methods for improvement of knowledge of this organ. In the present study, we provide a systematic review on the studies published using connectome data and AI for studying various diseases and we focus on the strength and weaknesses of studies aiming to provide a viewpoint for the future studies. Throughout, AI is very useful for development of diagnostic and prognostic tools using neuroimaging data, while bias in data collection and decay in addition to using small datasets restricts applications of AI-based tools using connectome data which should be covered in the future studies.",1,2024.0,Frontiers Neuroinformatics,role_bridge
work_a0a45184d6f30d7d,690eaef0c2515a16fe1af584afd83eb2228b3cd5,core_audit,1,690eaef0c2515a16fe1af584afd83eb2228b3cd5,Advancements and Challenges in Computational Biology,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4be6058d59a02bc09d60d6ff443b6faeb9e970fd5d539a6cd123844527ad29c5,batch_024,out_of_scope,[],0.85,multiscale biological computing,"Broad computational biology editorial, connectomics incidental.",[],True,core_noise_audit,"Computational biology has soared from being an auxiliary discipline to being a crucial element for progress in practically all aspects of the biological sciences. In this annual Editorial, I would like to step back, consider significant computational biology advances of the last decade, and reflect on some key challenges ahead. The timing is particularly appropriate. PLOS Computational Biology, the premier journal in computational biology, is approaching its tenth anniversary. The task is daunting; not only has the field come a long way in ten years but it is broad with many advances to consider. In addition, since computational biology has become closely tied to experimental research, progress is not purely computational; it is tied to experiment. And that's as it should be. Ten years ago, computational biology was not entirely trusted by experimental biologists. By contrast, today computational biology is integrated in the community. It's easier for computational biologists to collaborate across disciplines. Laboratory scientists have a better understanding of the merit of computational models for hypothesis generation as well as the need to iterate between modeling and laboratory testing [1]. 
 
We have witnessed huge leaps in biological computing [2]. We now have at our disposal large information-rich resources, and we are increasingly able to integrate and understand the vast quantities of data that they encompass. We have also made big strides toward multiscale biological modeling, and we have a vastly more networked world of researchers and their data. Analysis of massive gene expression and proteomic data permitted the construction of comprehensive and predictive models for cellular pathways, as well as software for inferring interaction networks, and steps toward modeling of cells. Genes susceptible to disease have been identified and, on a different level, the electrical behavior of neurons has been modeled. Molecules have been imaged in action and networks that regulate cell functions untangled. Matching targets for selective cancer therapy is difficult. Nonetheless, recent strategies have been proposed to restrict the combinatorial space, minimize toxicity, and increase the precision and power of such restrictive combinations, altogether leading to drugs that could be tested in clinical trials. Leveraging the enhanced identification of drug targets, including repertoires of redundant pathway combinations, has been helped by such innovative concepts [3]. 
 
Formidable challenges include: the establishment of computer networks for surveillance of disease; mapping the pathways and biological networks associated with the initiation, growth and spread of cancer; predicting function and mutational dysfunction in disease from the structure of complex molecules; resolving the mechanisms of oncogenic mutations and the cellular network which is rewired in cancer; achieving accurate, efficient, and comprehensive dynamic models; and moving from artificial intelligence to the “connectome”—the connections among all of the neurons of the brain. Multiscale biological modeling—an area where vast progress has been made during the last decade—still faces major challenges. To tackle this aim, hybrid methods across disciplines, scales, and sources are essential. Hybrid methods integrate data from, for example, serial crystallography and time-resolved wide-angle X-ray scattering, micro- and nano-crystals for (future) free-electron lasers, electron microscopy, fluorescence resonance energy transfer (FRET), cross-linking data, small-angle X-ray scattering, crystallography, nuclear magnetic resonance (NMR), and more. Equally important is the development of protocols for model validation. We may expect an influx of models based on experimental data integration. If these are to be deposited in a public archival system, which is now a community aim, such clear protocols are essential for maintaining quality control. Finally, studying the dynamics of large integrated models is increasingly used to improve our understanding of how large complexes function in the cell and how they are regulated. The dynamics of such large associations provides an additional hugely complex layer; to date, we are still struggling to comprehend the dynamics of single molecules and their associations. This is compounded by the fact that large regions of the molecules can be disordered, and multiple temporal post-translational modifications take place, with different combinations spelling distinct functions. On a different level, improved tumor mutational analysis platforms and knowledge of the redundant pathways, which can take over in cancer, may not only supplement known actionable findings but forecast possible cancer progression and resistance. Such forward-looking can be powerful, endowing the oncologist with mechanistic insight and cancer prognosis, and consequently more informed treatment options. 
 
Lastly, the community faces the global challenge of linking genetics to phenotype, including the genetics of cancer. Genetics is mediated by dynamic conformational ensembles. Powerful ideas such as that of the free energy landscape [4], imported from physics and chemistry, can help solve the mysteries of life. Biomolecules are not static sculptures; they are dynamic objects that are always interconverting between structures with varying energies. Such ideas help to understand how and why one-dimensionally connected biomolecules can organize themselves into functionally relevant ensembles of three-dimensional conformation [5]. Designing high affinity drugs that work is yet another highly significant aim. 
 
The significance of any research advance and challenge—achieved or aspired to—is a matter of opinion. The list above is partial, incomplete, and possibly biased toward structural biology and cancer. Nonetheless, this list does indicate the magnitude of the tasks confronting computational biology as a discipline. In the absence of a meaningful way to quantify a journal's contribution to a field, it is unclear whether, and to what extent, PLOS Computational Biology has contributed to each advance and challenge. Manuscripts can be declined, for example, because of the absence of substantiating experimental data at the time, lack of sufficient rigor, or if the manuscripts included new experimental data, the authors may have opted for alternative journals. At the same time, it may also suggest that PLOS Computational Biology needs to be more open and receptive to new concepts. Differentiating between novel ideas that may lead to key advances and speculative propositions can, however, be challenging. 
 
PLOS Computational Biology aims to serve the biological community and welcomes manuscripts addressing all areas of computational biology. We encourage submission of research papers describing novel results that provide significant new insights into biological processes and of methods papers presenting new protocols for tackling key problems that have been shown, or have the promise to provide, new biological insights. We aspire to be the journal that will publish key computational advances in the next decade with the rigor that PLOS Computational Biology is known for. The PLOS Computational Biology editorial team seeks to identify and publish only the most outstanding papers, aiming to consider only those that are of exceptional quality. Our goal of furthering our understanding of living systems through the application of computational methods is shared with the International Society for Computational Biology (ISCB); together, we hope to meet the challenge. 
 
Finally, for 2015, our tenth anniversary year, PLOS Computational Biology plans to publish a series of “Focus Features” addressing key areas of computational biology. We welcome suggestions from our community.",22,2015.0,PLoS Comput. Biol.,out_of_scope
work_77a927f4494e8553,6fa9e2db7fa43a9af61c40178347fca674d989c8,unresolved,1,6fa9e2db7fa43a9af61c40178347fca674d989c8,"Measuring graphical strength within the connectome: A neuroanatomic, parcellation-based study.",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6e65867b34f2a4b325ca236056f037c4e3f2c947a711cd9d345a5119ba7f641b,batch_018,out_of_scope,[],0.94,Whole-brain fiber tractography was performed to quantify the strength of each cortical region,HCP DSI tractography graph strength analysis.,['diffusion_mri_or_tractography'],False,,"INTRODUCTION
Graph theory is a promising mathematical tool to study the connectome. However, little research has been undertaken to correlate graph metrics to functional properties of the brain. In this study, we report a unique association between the strength of cortical regions and their function.


METHODS
Eight structural graphs were constructed within DSI Studio using publicly available imaging data derived from the Human Connectome Project. Whole-brain fiber tractography was performed to quantify the strength of each cortical region comprising our atlas.


RESULTS
Rank-order analysis revealed 27 distinct areas with high average strength, several of which are associated with eloquent cortical functions. Area 4 localizes to the primary motor cortex and is important for fine motor control. Areas 2, 3a and 3b localize to the primary sensory cortex and are involved in primary sensory processing. Areas V1-V4 in the occipital pole are involved in primary visual processing. Several language areas, including area 44, were also found to have high average strength.


CONCLUSIONS
Regions of average high strength tend to localize to eloquent areas of the brain, such as the primary sensorimotor cortex, primary visual cortex, and Broca's area. Future studies will examine the dynamic effects of neurologic disease on this metric.",4,2019.0,Journal of Neurological Sciences,out_of_scope
work_498269f5005d49da,c694ee2ccba71caf0d894adf61a74a90d08a8c75,unresolved,1,c694ee2ccba71caf0d894adf61a74a90d08a8c75,Pure Apraxia of Speech After Resection Based in the Posterior Middle Frontal Gyrus.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,913ba8b25f49e347d57b9cb69c94931353a860a307b6ad2bfa9c79f1b536a7f5,batch_011,out_of_scope,[],0.88,functional connectivities... parietal lobe surgery,Clinical case diffusion/fMRI connectome.,['generic_health_context'],False,,"BACKGROUND AND IMPORTANCE
Apraxia of speech is a disorder of articulatory coordination and planning in speech sound production. Its diagnosis is based on deficits in articulation, prosody, and fluency. It is often described concurrent with aphasia or dysarthria, while pure apraxia of speech is a rare entity.


CLINICAL PRESENTATION
A right-handed man underwent focal surgical resection of a recurrent grade III astrocytoma in the left hemisphere dorsal premotor cortex located in the posterior middle frontal gyrus. After the procedure, he experienced significant long-term speech production difficulties. A battery of standard and custom language and articulatory assessments were administered, revealing intact comprehension and naming abilities, and preserved strength in orofacial articulators, but considerable deficits in articulatory coordination, fluency, and prosody-consistent with diagnosis of pure apraxia of speech. Tractography and resection volumes compared with publicly available imaging data from the Human Connectome Project suggest possible overlap with area 55b, an under-recognized language area in the dorsal premotor cortex and has white matter connectivity with the superior longitudinal fasciculus.


CONCLUSION
The case reported here details a rare clinical entity, pure apraxia of speech resulting from resection of posterior middle frontal gyrus. While not a classical language area, emerging literature supports the role of this area in the production of fluent speech, and has implications for surgical planning and the general neurobiology of language.",48,2020.0,Neurosurgery,out_of_scope
work_a7584b8920e65e1b,c4de9b8066fe73c2b262f1e6c0e46215795bf05f,unresolved,1,c4de9b8066fe73c2b262f1e6c0e46215795bf05f,Hierarchical organization of the human ventral visual streams revealed with magnetoencephalography.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,57073b81280ed0e6ddd1bffe9adac80f5605678e5b4f38ca520f87ad2df80e27,batch_025,out_of_scope,[],0.91,Human Connectome Project Multimodal Parcellation atlas,MEG effective connectivity of ventral visual streams.,[],False,,"The hierarchical organization between 25 ventral stream visual cortical regions and 180 cortical regions was measured with magnetoencephalography using the Human Connectome Project Multimodal Parcellation atlas in 83 Human Connectome Project participants performing a visual memory task. The aim was to reveal the hierarchical organization using a whole-brain model based on generative effective connectivity with this fast neuroimaging method. V1-V4 formed a first group of interconnected regions. Especially V4 had connectivity to a ventrolateral visual stream: V8, the fusiform face cortex, and posterior inferior temporal cortex PIT. These regions in turn had effectivity connectivity to inferior temporal cortex visual regions TE2p and TE1p. TE2p and TE1p then have connectivity to anterior temporal lobe regions TE1a, TE1m, TE2a, and TGv, which are multimodal. In a ventromedial visual stream, V1-V4 connect to ventromedial regions VMV1-3 and VVC. VMV1-3 and VVC connect to the medial parahippocampal gyrus PHA1-3, which, with the VMV regions, include the parahippocampal scene area. The medial parahippocampal PHA1-3 regions have connectivity to the hippocampal system regions the perirhinal cortex, entorhinal cortex, and hippocampus. These effective connectivities of two ventral visual cortical streams measured with magnetoencephalography provide support to the hierarchical organization of brain systems measured with fMRI, and new evidence on directionality.",22,2023.0,Cerebral Cortex,out_of_scope
work_4e5e9ea440dfa3d1,830175c275a3a02f1228ba1dbb46cbb062c5109a,unresolved,1,830175c275a3a02f1228ba1dbb46cbb062c5109a,"Connectomic signatures of working memory deficits in depression, mania, and euthymic states of bipolar disorder.",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,435d000fb4b2985c211e6fe296c3a3d939abe8170f29325aeea551404bd06241,batch_012,out_of_scope,[],0.92,topology of the functional connectome ... n-back task,BD working memory functional connectome graph theory.,['resting_state_or_functional_connectivity'],False,,"BACKGROUND
Working memory (WM) deficit is a feature persistently reported across mania, depression, and euthymic periods of bipolar disorder (BD). WM capacity relates to distributed brain regions that are systemically organized at the connectome level. It is not clear whether the same disruption of this network-level organization underlies the WM impairment seen in different phases of BD.


METHODS
We used graph theory to examine the topology of the functional connectome in different granularity in 143 subjects (72 with BD [32 depression; 15 mania; 25 euthymic] and 71 healthy controls) during a n-back task. Linear regression analysis was used to test associations of altered graph properties, clinical symptoms, and WM accuracy in patients.


RESULTS
Altered topological properties characterised by an increase in small-worldness of the whole-brain connectome, were specific for bipolar depressed, but not in manic and euthymic states. Depressed subjects showed a shift in the distribution of the number of connections per brain region (degree) within the connectome during WM task. Increased small-worldness related to worse WM accuracy in patients with more severe depression, anxiety and illness burden.


LIMITATIONS
We used only 2-back load, limiting our ability to study the parametric effects of task demand.


CONCLUSIONS
We demonstrate a putative state-dependent mechanistic link between connectome topology, hub re-distribution and impaired n-back performance in bipolar disorder. The aberrant task-dependent modulation of the connectome relates to worse WM performance especially when anxiety and depression are prominent in BD.",27,2020.0,Journal of Affective Disorders,out_of_scope
work_5e7cc05d6b52611d,6096e90433592e2a4df2f88b9160ee5725c8b95b,unresolved,1,6096e90433592e2a4df2f88b9160ee5725c8b95b,"Speaker 2: Qiyong Gong, China",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,328cc3d1bb7e5374c04eda5968186b3f00572afcfbdb4202f9628638f4312a0c,batch_014,out_of_scope,[],0.91,MR diffusion tensor tractography... functional connectivity MR imaging (fcMRI),MDD conference abstract on diffusion/fMRI connectivity.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity', 'generic_health_context', 'paratext_or_peer_review_record']",False,,"Major depressive disorder (MDD) is characterized by persistent, pervasive feelings of sadness, guilt, and worthlessness and often results in an increased risk of suicide. Imaging evidences suggest that MDD is a kind of disconnection syndrome, however, the related brain circuitry and networks remain poorly understood. Magnetic resonance (MR) imaging allows noninvasive investigation of the circuits and brain networks in vivo. MR diffusion tensor tractography, for example, can track the fiber bundles and permits the assessment of the structural connectivity of the brain. In addition, the fast development of functional MR imaging (fMRI) opens a new window to explore how different parts of the brain functionally connect, interact and coordinate with each other. In particular, the functional connectivity MR imaging (fcMRI) enables the functional connectivity between the brain regions to be effectively investigated. Using high-field MR imaging, researches on MDD has generally focused on two major clinical issues, i.e., suicidality and refractoriness. Studies using diffusion tensor imaging have revealed microstructural abnormalities of the frontal-striatal circuits passing through the anterior limb of the internal capsule associated with suicidality among MDD patients. With respect to refractoriness of the MDD, study has revealed differences in functional connectivity related to treatment responsiveness, with the non refractory group showing a decrease mainly in the limbic-striatal-pallidal-thalamic circuits, and the refractory group showing a decrease mainly in thalamo-cortical circuits. In addition to the investigation of brain circuitry, brain connectome study of MDD using the high-field MR imaging is also promising. Given that MDD is a ‘disorders’ encompassing multiple, heterogeneous, behavioral phenotypic features, MDD is increasingly understood as a disorder of distributed effects of aberrant interaction in the brain, i.e. a network-based disorder. Several core brain networks have been identified using intrinsic physiological coupling in resting-state fMRI data, such as default mode network (DMN), salience network (SN) and central executive network (CEN). Depression is characterized by both stimulus-induced heightened activity and a failure to normally down-regulate activity broadly within the DMN. Study suggests that brain regions in DMN, SN and CEN are linked together through the dorsal nexus, and this help explain how symptoms of MDD arise in distinct networks--decreased ability to focus on cognitive tasks, rumination, excessive self-focus, increased vigilance, and emotional, visceral, and autonomic dysregulation--could occur concurrently and behave synergistically. In addition, the combination of resting-state fMRI and graph-based network analysis allows revealing the topological organization of whole-brain functional networks, such as small-world properties and network modularity, and study has revealed disrupted topological organization of intrinsic functional brain networks during rest in MDD patients. In summary, the alterations of the brain circuitry and connectome in MDD can be investigated using the high-field MR imaging. In conjunction with the advanced imaging analysis, MR imaging of these circuit-based abnormalities not only provides unique insight into the underlying psychopathologies, but also is potentially of translation value in assisting early detection, therapeutic intervention and prognostic prediction of the patients with MDD.",0,2016.0,International Journal of Neuropsychopharmacology,out_of_scope
work_84bf77f8e672e0be,c83c568ecca7af4f2d649cbdcf8b862c3f8c8bfe,unresolved,1,c83c568ecca7af4f2d649cbdcf8b862c3f8c8bfe,Fully exploratory network independent component analysis of the 1000 functional connectomes database,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ed5e640e8fe7e9b0bc997abc314ad697ca3695fe6c430999ce5542752f61a85c,batch_020,out_of_scope,[],0.94,1000 Functional Connectomes Project is a collection of resting-state fMRI datasets,Resting-state fMRI ICA analysis.,['resting_state_or_functional_connectivity'],False,,"The 1000 Functional Connectomes Project is a collection of resting-state fMRI datasets from more than 1000 subjects acquired in more than 30 independent studies from around the globe. This large, heterogeneous sample of resting-state data offers the unique opportunity to study the consistencies of resting-state networks at both subject and study level. In extension to the seminal paper by Biswal et al. (2010), where a repeated temporal concatenation group independent component analysis (ICA) approach on reduced subsets (using 20 as a pre-specified number of components) was used due to computational resource limitations, we herein apply Fully Exploratory Network ICA (FENICA) to 1000 single-subject independent component analyses. This, along with the possibility of using datasets of different lengths without truncation, enabled us to benefit from the full dataset available, thereby obtaining 16 networks consistent over the whole group of 1000 subjects. Furthermore, we demonstrated that the most consistent among these networks at both subject and study level matched networks most often reported in the literature, and found additional components emerging in prefrontal and parietal areas. Finally, we identified the influence of scan duration on the number of components as a source of heterogeneity between studies.",74,2012.0,Frontiers in Human Neuroscience,out_of_scope
