work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason
work_3a1153391e6db90b,f15b1c0250005512020bf78ed044c9e215658d26,unresolved,1,f15b1c0250005512020bf78ed044c9e215658d26,Larger lesion volume in people with multiple sclerosis is associated with increased transition energies between brain states and decreased entropy of brain activity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4858dc1d155002b370a42191559d60322582df0f48cd4f3e31a96994077970da,batch_009,out_of_scope,[],0.93,structural connectomes... diffusion and resting-state functional scans,MS lesion effects on structural connectome dynamics.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",False,
work_3a2a250adcf4072f,ce7ec6a93e856775837e88791ee6e36681c807e0,unresolved,1,ce7ec6a93e856775837e88791ee6e36681c807e0,4-Tesla High Angular Resolution Diffusion Tractography Analysis of the Human Connectome in 234 Subjects: Sex Differences and EPI Distortion Effects,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_3a4a94463c9bd11c,92219fb7c5316f1c7fe4695ac1325d6afec84b77,unresolved,1,92219fb7c5316f1c7fe4695ac1325d6afec84b77,Developmental pattern of individual morphometric similarity network in the human fetal brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b4b6e276dc2e87e7bfc149456f661772ef9b40a3698ff63e2c9bbc14c5a2af27,batch_009,out_of_scope,[],0.9,individual morphometric similarity network for each fetus,Fetal MRI morphological brain network; not nanoscale connectomics.,['mesoscale_only'],False,
work_3a523e380e464fb1,5dfbfd08449d2e93792f748c9b42c8c5cacaa489,core_audit,1,5dfbfd08449d2e93792f748c9b42c8c5cacaa489,Tensor formalism for predicting synaptic connections with ensemble modeling or optimization,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0add22ea164796294345bdce0769eefd4a9110cadff7fe281e09b788e14b7c1f,batch_009,core_relevant,"['structure_function_modeling', 'network_science']",0.88,predicting synaptic connectivity from neuronal responses,Theoretical framework for predicting synaptic connectivity.,[],False,
work_3a65e3433ca551c8,6fe765ffe1c2d21bd13b7c9163305c389567c4d4,core_audit,1,6fe765ffe1c2d21bd13b7c9163305c389567c4d4,Unusual Mathematical Approaches Untangle Nervous Dynamics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3eb1c197d43f56d86a4ee2ce672a8972e2caf72ee9c55372131bbfa0bba7701a,batch_009,adjacent_relevant,['network_science'],0.68,brain connectome can be tackled in terms of tunnelling nanotubes,Speculative mathematical essay referencing connectome topology.,['ambiguous_connectome_usage'],True,low_confidence
work_3a6dcbf7eecc0391,ee94504092bc3cd8ab5134c39e42e2e298cb2e8a,unresolved,1,ee94504092bc3cd8ab5134c39e42e2e298cb2e8a,The human connectome: a complex network,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c129c76403e72abb3c2f1b8af610bdf090af12ecb65651d91b025dae4cc65f59,batch_009,out_of_scope,[],0.91,human connectome... noninvasive neuroimaging,Review of macro human connectome as complex network.,"['generic_network_neuroscience', 'ambiguous_connectome_usage']",False,
work_3a7d7c9c03116da4,e994c069b979db9cc149515bea4fbe87fd5c35d4,core_audit,1,e994c069b979db9cc149515bea4fbe87fd5c35d4,Compression-based inference of network motif sets,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,929ba63399ac359e7fc2e45099aea6ee28b15e93bae82ff86b2ecd60ece15622,batch_009,core_relevant,"['network_science', 'biological_application']",0.93,"motif mining... synaptic-resolution biological neural networks, as a medium for comparative connectomics",Motif inference on synaptic-resolution connectomes.,[],False,
work_3a8e55c0032e0c3d,a6817027f1cf7824f03173b57ab32616b123fd14,core_audit,1,a6817027f1cf7824f03173b57ab32616b123fd14,Connectomic Identification and Three-Dimensional Color Tuning of S-OFF Midget Ganglion Cells in the Primate Retina,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2e6fd0e60688e459fad2ca1f81308767ee9d6da6981de1d42eeae07cdc574bfd,batch_009,core_relevant,"['biological_application', 'synapse_inference', 'acquisition_preparation']",0.96,serial block-face electron microscopy... every S cone synapses principally with a single OFF midget bipolar cell,Connectomic and physiological identification of S-OFF midget pathway.,[],False,
work_3a9691a3258cc3e4,d5c08d74a0cb3271c631614a71bf49bcfd019639,role_bridge,1,d5c08d74a0cb3271c631614a71bf49bcfd019639,Explicitly Linking Regional Activation and Function Connectivity: Community Structure of Weighted Networks with Continuous Annotation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,88a747f226c3659145d4c7c32637afeba5f42317e4192b3cf2931ade8f42e2de,batch_009,role_bridge,['network_science'],0.75,link between functional activation and functional connectivity,Neuroimaging community detection method linking activation and FC.,[],True,low_confidence
work_3a9f98baa75d4fe1,2694dcb295a0bf7ac35c23fcd80625521de9ba86,role_bridge,1,2694dcb295a0bf7ac35c23fcd80625521de9ba86,IsoSeq analysis and functional annotation of the infratentorial ependymoma tumor tissue on PacBio RSII platform,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f07bc64497ab560916120d78330874ff071255ff38a8c6c85cd1140cd126cea0,batch_009,out_of_scope,[],0.98,IsoSeq analysis... infratentorial ependymoma tumor tissue,Tumor transcriptomics on PacBio platform.,[],False,
work_3ab12bc42f6d08b5,aa599a997d5479fc7f9ae04c01ff9fbfd42cd885,unresolved,1,aa599a997d5479fc7f9ae04c01ff9fbfd42cd885,Local brain connectome parameters across the spectrum of clinical cognitive decline,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,054f6eefe1973c398855b3f0ca3e12c3ac0b52fdaed2cd029698010522352e69,batch_009,out_of_scope,[],0.9,structural and functional reorganization... local brain connectome parameters,AD clinical spectrum nodal graph analysis.,"['generic_health_context', 'resting_state_or_functional_connectivity']",False,
work_3ab3ce386917e616,a8b3c47c140bb709569c41aa97c7ebe9e88fcd4b,unresolved,1,a8b3c47c140bb709569c41aa97c7ebe9e88fcd4b,Magnetoencephalographic and functional MRI connectomics in schizophrenia via intra- and inter-network connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bd9728623afce4b8aaef118ca25644c2549c0c4086652b96c0888537f14a9741,batch_009,out_of_scope,[],0.93,functional MRI (fMRI) and magnetoencephalography (MEG)... functional network connectivity,Schizophrenia MEG/fMRI intrinsic connectivity.,['resting_state_or_functional_connectivity'],False,
work_3ab4cb0af089d3c4,6d7f8ef047c0bf28849dbc6520c3972dafdb70c8,core_audit,1,6d7f8ef047c0bf28849dbc6520c3972dafdb70c8,Geometry and dynamics of representations in a precisely balanced memory network related to olfactory cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,debacfa40083679130c153ff53936e790104de14dbf00b4f4dd37eeb6f3f8a6d,batch_009,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.8,spiking network model based on experimental data from telencephalic area Dp of adult zebrafish,Balanced recurrent network model of zebrafish olfactory cortex.,[],True,low_confidence
work_3ab7d874f89ab83f,2412e1802945e768010cae4905f10b33a8fac227,core_audit,1,2412e1802945e768010cae4905f10b33a8fac227,Wavenumber-dependent transmission of subthreshold waves on electrical synapses network model of Caenorhabditis elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4d944290a8210962c9ba307c3c8f3091e75a3c37024007524cec6f64b343cd76,batch_009,core_relevant,"['structure_function_modeling', 'network_science', 'biological_application']",0.92,connectome information of a given nervous system... Caenorhabditis elegans,C. elegans electrical synapse network subthreshold wave propagation model.,[],False,
work_3ac2664006492282,ba32b7a70f9c47c9b0edcc91388b4c90dae594f6,core_audit,1,ba32b7a70f9c47c9b0edcc91388b4c90dae594f6,Inhibitory interneurons in visual cortical plasticity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,06cc6718bb6cc0028cbc57da3af8b149af7cc68f605efe356f6c5ec9ef6bc92f,batch_009,out_of_scope,[],0.9,inhibitory innervation plays a crucial role... visual cortical plasticity,Interneuron roles in visual cortical plasticity review.,[],True,core_noise_audit
work_3ac30b4e3160787e,8c48df1c84f94ff681f2a3fe6f28f3482d4ae3f1,core_audit,1,8c48df1c84f94ff681f2a3fe6f28f3482d4ae3f1,Reconstruction of complete connectivity matrix for connectomics by sampling neural connectivity with fluorescent synaptic markers.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,989949f4439a32b17130f7ec478d4c17461ef930f274365ccc980dcc2d7e6367,batch_009,core_relevant,"['synapse_inference', 'infrastructure', 'reconstruction_segmentation']",0.94,complete connectivity reconstructions... C. elegans... fluorescent synaptic markers... Compressive Sensing,Proposed fluorescent synaptic marker connectome reconstruction method.,[],False,
work_3ac7168aedad246c,44d79cf4003c360bb457af2655509f7e659ba92f,unresolved,1,44d79cf4003c360bb457af2655509f7e659ba92f,Neuroimaging and thalamic connectomics in epilepsy neuromodulation.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,fbeb6b7776e078c5e83773871262b2128ccbfcf05892f11e983c47e7ffba2a03,batch_009,role_bridge,['health_translation'],0.72,thalamic connectomics in epilepsy neuromodulation,Neuroimaging review for thalamic neuromodulation in epilepsy.,[],True,low_confidence
work_3af3b378be658038,9478fc90a9834905f0e2dc53d2318ec55413b5e5,core_audit,1,9478fc90a9834905f0e2dc53d2318ec55413b5e5,Subcellular Synaptic Connectivity of Layer 2 Pyramidal Neurons in the Medial Prefrontal Cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1ad22e19e559811db4c9318adefbb4679285d04ce0c5f402d930ee8684a33527,batch_009,out_of_scope,[],0.89,subcellular properties of these inputs... optogenetics and two-photon microscopy,Slice electrophysiology of mPFC subcellular inputs.,[],True,core_noise_audit
work_3af5c3b4454d1441,0a1dc2f9b9ad75a51b3e40c75f01092cbe2dae8f,role_bridge,1,0a1dc2f9b9ad75a51b3e40c75f01092cbe2dae8f,Domain Adaptive Segmentation In Volume Electron Microscopy Imaging,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,9fc2673304b9aa5934d0a43160c5074d9166224a6d9d03b808d0a028918f9dbd,batch_009,adjacent_relevant,['reconstruction_segmentation'],0.84,Domain Adaptation... volume electron microscopy (EM) imaging... segmenting mitochondria,Domain-adaptive EM segmentation; connectomics-adjacent infrastructure.,[],True,low_confidence
work_3affbb6a8d8358cc,29a5a762c88049d7bfbe4a2461f56455264d2b8f,role_bridge,1,29a5a762c88049d7bfbe4a2461f56455264d2b8f,AI Empowered Innovation in Cross-Cultural Education in Universities Construction of a Multimodal Data-Driven Cultural Comparison Teaching System and Research on its International Communication Effectiveness,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bc697bfe3ae2b0ca3ec405dabd79ceaefa4b68d9d09ae41418380b9d19db0612,batch_009,out_of_scope,[],0.99,Cross-Cultural Education in Universities,AI education system; unrelated to connectomics.,[],False,
work_3b21b54dc7ef208b,66d61e1861f7373d180e4d2b03d4eff53f6f1398,unresolved,1,66d61e1861f7373d180e4d2b03d4eff53f6f1398,The development of efficient communication in the human connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f1ea47a6194b4421fec2c005126ab878e3b63dbe15995114716817703fc8cb36,batch_009,out_of_scope,[],0.9,maturation process of transmission speed across the connectome... electrocorticographic (ECoG),Macro-scale ECoG transmission speed development.,['resting_state_or_functional_connectivity'],False,
work_3b40da19c5a1706d,ac07938ba24a8dc33fcf741807c28af8bcde55a9,unresolved,1,ac07938ba24a8dc33fcf741807c28af8bcde55a9,Inferring network properties from time series using transfer entropy and mutual information: Validation of multivariate versus bivariate approaches,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d3fffbee24f2facb30aa857b264c218732c7d22bca090d6ff0cb063dd7054fdb,batch_009,out_of_scope,[],0.91,functional connectomes... macaque connectomes,Transfer entropy validation for inferred functional networks.,['generic_network_neuroscience'],False,
work_3b44a2763f5feaf3,559c884248c734336e182c5710c90de5bd0874bd,core_audit,1,559c884248c734336e182c5710c90de5bd0874bd,"Efficient communication dynamics on macro-connectome, and the propagation speed",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a7a041d145aa3b55da0312664711d2e09851be057909915877c143ab475472de,batch_009,out_of_scope,[],0.88,macro-connectome... ECoG... single-unit recordings,Macro-connectome communication dynamics from electrophysiology.,['mesoscale_only'],True,core_noise_audit
work_3b82d07adad53e86,eebc188435662adaa62c738eaada74b5100edc4e,unresolved,1,eebc188435662adaa62c738eaada74b5100edc4e,"Dysregulated Maturation of the Functional Connectome in Antipsychotic-Naïve, First-Episode Patients With Adolescent-Onset Schizophrenia",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0520d1858017e72d222745095480aff0aa88bc826c12abde3ad37c658295f1fc,batch_009,out_of_scope,[],0.94,functional connectome during the adolescent maturational stage... graph theoretical approach,Adolescent schizophrenia resting-state fMRI graph analysis.,['resting_state_or_functional_connectivity'],False,
work_3b9bbf1765187fe9,b6b4785ff6a30a6134bb2f39bb2ad49c1872f546,unresolved,1,b6b4785ff6a30a6134bb2f39bb2ad49c1872f546,19233 Basis profile curve identification to understand electrical stimulation effects in human brain networks,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,806f243ebb9df97ed9c9f10eef25ed9562feda3b6a7181bb7d0369f5bc13db60,batch_009,out_of_scope,[],0.9,explore the connectome... electrical stimulation effects in human brain networks,Intracranial stimulation response clustering algorithm.,['resting_state_or_functional_connectivity'],False,
work_3bbd2ba2336e3d65,cfb22d8b2ec5f4d46629f3522cd04b766d3950f9,core_audit,1,cfb22d8b2ec5f4d46629f3522cd04b766d3950f9,The larval Drosophila mushroom body balances lateralized sensing and interhemispheric integration,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bd701da0f203c52878434788076b7894d68448cc066318811299dc639ab42ea5,batch_009,core_relevant,"['biological_application', 'network_science']",0.95,"connectomic analysis, and optogenetic manipulations... mushroom body (MB)",Connectomic analysis of larval olfactory interhemispheric integration.,[],False,
work_3bd9b70aa83ed201,4d204a714e7341ed592fda31ac6edec23abcb899,unresolved,1,4d204a714e7341ed592fda31ac6edec23abcb899,Inferring multi-scale neural mechanisms with brain network modelling,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,996dca5a08ab82d5ea3f73b4b242751b1f124221a4d85438590379d2dec72c80,batch_009,out_of_scope,[],0.92,connectome-based brain network model... resting-state functional magnetic resonance imaging,Multimodal EEG-fMRI connectome modeling.,"['resting_state_or_functional_connectivity', 'generic_network_neuroscience']",False,
work_3be8273c44a74cf0,c709dcb5968b33978e80044e308e8917139ba5bf,unresolved,1,c709dcb5968b33978e80044e308e8917139ba5bf,"Classifyber, a robust streamline-based linear classifier for white matter bundle segmentation",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7c1fd8a5644761149f8bb6a27a899d460262855308d132f5da9d5f8a802579c2,batch_009,out_of_scope,[],0.95,white matter bundle segmentation... diffusion Magnetic Resonance Imaging (dMRI),Tractography-based bundle segmentation classifier.,['diffusion_mri_or_tractography'],False,
work_3beb8aa4ca1a3268,9e650c1661ddc7fe9c4189c8caaedeb5bbe51bad,core_audit,1,9e650c1661ddc7fe9c4189c8caaedeb5bbe51bad,Developmental Connectomics of the Mouse Cerebellum,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ccd7d4430a247678316ab5e15e0a7d344857fba4ffcc25603ad9eaccfcf230ef,batch_009,core_relevant,"['biological_application', 'network_science', 'synapse_inference']",0.95,connectomic approach in the mouse cerebellar cortex between birth and 2 weeks,Developmental connectomics of mouse cerebellar synaptic wiring.,[],False,
work_3bf6e5c55d71a721,b5fe4c9f304fe3733cabfb974da49428453a4f08,unresolved,1,b5fe4c9f304fe3733cabfb974da49428453a4f08,Multi-View Brain HyperConnectome AutoEncoder For Brain State Classification,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1230b3e083c4ebdbc992fd5fad10378f15531418c7280532f0629899b694636f,batch_009,out_of_scope,[],0.94,brain connectomes... HyperConnectome AutoEncoder,Deep learning on macro brain connectomes.,"['generic_machine_learning', 'resting_state_or_functional_connectivity']",False,
work_3c148a10860f81ff,5656c718164f6ab8950f13d78ccf5d3b9942df7f,unresolved,1,5656c718164f6ab8950f13d78ccf5d3b9942df7f,Test-Retest Reliability of Graph Theory Measures of Structural Brain Connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,edd505c68e7a2211c0fbaed5d8b3ca2878dc2cc4a40de518b5c6a3659f0993ad,batch_009,out_of_scope,[],0.93,Graph Theory Measures of Structural Brain Connectivity... diffusion MRI,Test-retest reliability of DTI graph metrics.,['diffusion_mri_or_tractography'],False,
work_3c1deb6e9a1f3c98,f8eb0e67ccf7fbf24b017820f61706f32aed8e53,core_audit,1,f8eb0e67ccf7fbf24b017820f61706f32aed8e53,Functional Connectome of the Striatal Medium-Spiny Neuron,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,61a40fb50e75fd1df475d8cf43dabf2c3333de39a07124899506bcd8ada0e2b5,batch_009,out_of_scope,[],0.87,Functional Connectome of the Striatal Medium-Spiny Neuron... optogenetics,Optogenetic mapping of MSN connectivity; circuit physiology.,[],True,core_noise_audit
work_3c1e3a0388883214,9897c19cd3f3e79a7d5e063cce1ea1d923703485,core_audit,1,9897c19cd3f3e79a7d5e063cce1ea1d923703485,Connectivity of the adult human brain with sequential neurogenesis of circuits and transcriptomics signatures,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,100e4bf2a2350b8ec4c924a07e9082f5d78a5299ed6256c92769fdb971d976ca,batch_009,out_of_scope,[],0.9,embryogenic age... human connectome... structural centrality correlated with their embryogenic age,Embryogenic age association with macro human connectome.,"['resting_state_or_functional_connectivity', 'mesoscale_only']",True,core_noise_audit
work_3c4d787a5474d014,b86ce88e604ab5981371e61c215d8b438d32fbec,unresolved,1,b86ce88e604ab5981371e61c215d8b438d32fbec,Bridging the Gap between Connectome and Transcriptome.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,aa50fdc2459635452ecfe8ad73e0cc786fd83e6cfe32a51548ea53759f9c75e6,batch_009,out_of_scope,[],0.88,Bridging the Gap between Connectome and Transcriptome,Gene expression atlases linked to macro connectome organization.,"['generic_network_neuroscience', 'mesoscale_only']",False,
work_3c6610661dcee7f1,f6f732aa86281a298a77233b4dada7af13fbaec9,unresolved,1,f6f732aa86281a298a77233b4dada7af13fbaec9,Structural and information-theoretic complexity measures of brain networks: Evolutionary aspects and implications,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,89fb502bc6e98ff1b81c13b54638659c3b1cd22a233c134f37e1c877be39d447,batch_009,out_of_scope,[],0.89,complexity measures of brain networks... mammalian connectomes,Cross-species macro connectome complexity comparison.,['generic_network_neuroscience'],False,
work_3c903d0de5af544d,a2b4eb2cfbd758ed6ab7f1245c7a0bc92ef2a587,unresolved,1,a2b4eb2cfbd758ed6ab7f1245c7a0bc92ef2a587,The structural reserve of brain networks influences outcomes after a stroke,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b07cf0623587cefd9b31c3d4ee474a34d639fd8a1f3a5e310d26b32860d8ab98,batch_009,out_of_scope,[],0.91,structural connectomes to approximate the state of the ipsilesional brain networks before the stroke,Pre-stroke structural reserve and stroke recovery from DTI.,"['diffusion_mri_or_tractography', 'generic_health_context']",False,
work_3c9041f2099f1098,bd6840a43794eea8059f78cf522d372cb4c94ba3,unresolved,1,bd6840a43794eea8059f78cf522d372cb4c94ba3,Inference for Multiple Heterogeneous Networks with a Common Invariant Subspace,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a4dce7c5b22875fd1b93abab302c9f6c60322f43b6acab4ba72099efca0a9f65,batch_009,out_of_scope,[],0.93,connectomes constructed through diffusion magnetic resonance imaging,Statistical model for heterogeneous diffusion connectomes.,['diffusion_mri_or_tractography'],False,
work_3caddbc3b20ff02f,19577dab2ae00b8876aa7a913400154ee752f6c3,core_audit,1,19577dab2ae00b8876aa7a913400154ee752f6c3,Modelling plasticity in dendrites: from single cells to networks.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,94398dda5e58ee97005536dce99c7319b7514921884b017634a1eb9bbbd19050,batch_009,adjacent_relevant,['structure_function_modeling'],0.76,plasticity on the level of neural networks... synaptic connectivity,Theoretical review of dendritic plasticity and synaptic connectivity.,[],True,low_confidence
work_3cbd8f6e96d9baae,558a888e9315df5820afa3e820c2d8943e179560,unresolved,1,558a888e9315df5820afa3e820c2d8943e179560,MATHEMATICAL MODELLING OF SURVIVAL IN LOW GRADE GLIOMAS AT MALIGNANT TRANSFORMATION WITH XGBOOST,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,9fe6fca49f702effd868ba4f06dea642eadb88eb470d9418ac3718af842b850f,batch_009,out_of_scope,[],0.92,radiomic feature extraction... masked disconnectome map components,LGG survival ML using disconnectome radiomics.,"['generic_health_context', 'generic_machine_learning']",False,
work_3cc1a6a0b1ade2d4,82170bbf654b17b43b747b1538a7f152733733c1,unresolved,1,82170bbf654b17b43b747b1538a7f152733733c1,Investigating the brain structural connectome following working memory training in children born extremely preterm or extremely low birth weight,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,946c769ccdebfda15ff9084117aad09eae342b0c584bce8bcefdaa878e13ff0c,batch_009,out_of_scope,[],0.93,brain structural connectivity networks... diffusion-weighted images,Preterm structural connectome after cognitive training.,['diffusion_mri_or_tractography'],False,
work_3cc21ebfdfd82947,c6e703cd4a2425047ba7490039cc9b41e248aeb8,role_bridge,1,c6e703cd4a2425047ba7490039cc9b41e248aeb8,Two- and three-dimensional electron microscopy techniques: powerful tools for studying the brain under physiological and pathological conditions,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f3c32e3dfd4d40d30a92a36c9fc490e9c732c920f6e348cbdbc294d49050c29c,batch_009,adjacent_relevant,"['acquisition_preparation', 'infrastructure']",0.86,volume electron microscopy methods... study of brain structure and connectivity at the synaptic level,Review of 2D/3D EM methods for synaptic connectivity mapping.,[],False,
work_3cce75d511ef6842,1f9fe9f20a493c4155de392ce054273ad630e100,core_audit,1,1f9fe9f20a493c4155de392ce054273ad630e100,Structured synaptic connectivity between hippocampal regions.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,521728700377f8b391f233e8c62f82651908de0a53381c72865ea74c18507e3b,batch_009,core_relevant,"['synapse_inference', 'biological_application']",0.91,"synapse labeling method, mGRASP... synaptic connectivity patterns",Fine-scale hippocampal synaptic connectivity mapping with mGRASP.,[],False,
work_3cdeb09bc05869a4,db789f0f88d7f08035a5f55fbcc5899745faef5c,core_audit,1,db789f0f88d7f08035a5f55fbcc5899745faef5c,Uncovering the Basis of Human Connectome Complexity: The Role of Neuronal Morphology,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,418fe7aff4d0a651c8dfce64680c8ea1add3f2faad2b1ec9e1930f675c43d833,batch_009,core_relevant,"['structure_function_modeling', 'biological_application', 'network_science']",0.9,connectomes predicted from human reconstructed morphologies have higher complexity,Human neuronal morphology constraints on microcircuit connectome structure.,[],False,
work_3cf5d4c3be86004c,4b8a23f3445553814478e89d9f906103fd3f1c21,unresolved,1,4b8a23f3445553814478e89d9f906103fd3f1c21,A Semiparametric Two-Sample Hypothesis Testing Problem for Random Graphs,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d107558749104b09302a6fcd37b62203587c2876a0594ff3c1ba18711b726778,batch_009,adjacent_relevant,['network_science'],0.8,"neural connectome graphs... C. elegans connectome, we are able to distinguish between chemical and electrical networks",Graph hypothesis testing applied to connectome datasets.,[],True,low_confidence
work_3cfb4552d0463ce3,d9fd508512c3315cd96a01230bb42a330c61b6d4,core_audit,1,d9fd508512c3315cd96a01230bb42a330c61b6d4,A connectomic study of a petascale fragment of human cerebral cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c6fbdc1c5c4a4c14115fb92a1a469560847d912f336d2da92957870659407d44,batch_009,core_relevant,"['acquisition_preparation', 'reconstruction_segmentation', 'synapse_inference', 'biological_application']",0.98,1.4 petabyte electron microscopy volume... 133.7 million synaptic connections,Petascale human cortex EM connectome reconstruction.,[],False,
work_3d0ac282b0b4a220,b85cc6e1b9b59c511a2a34b8a5c16441677a8585,unresolved,1,b85cc6e1b9b59c511a2a34b8a5c16441677a8585,Exercise alters cortico-basal ganglia network metabolic connectivity: a mesoscopic level analysis informed by anatomic parcellation defined in the mouse brain connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,55d6c88426c1b4a7be00322fa72b36ed8b6e414f89c3f671bafa07b08aae37c6,batch_009,out_of_scope,[],0.86,mouse brain structural connectome... metabolic connectivity,Exercise effects on metabolic mapping using mesoscale connectome ROIs.,['mesoscale_only'],False,
work_3d244fcdccb3a2ac,77cd7016ee48351fb7b00f3e8bd6c8a79f6bcab8,unresolved,1,77cd7016ee48351fb7b00f3e8bd6c8a79f6bcab8,Cortical Network Transformer for Classification of Structural Connectivity in Cerebral Cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f4cb6a9aab255ad92ae8a325f8ce537a2ddb482bca5e9d001a71e703c826459f,batch_009,out_of_scope,[],0.94,structural connectivity of the cerebral cortex... human connectome project (HCP),Graph transformer on DTI structural connectivity.,"['generic_machine_learning', 'diffusion_mri_or_tractography']",False,
work_3d25f36feef3f4d0,4224c3936e1409b346a6229897e36bce1428c016,core_audit,1,4224c3936e1409b346a6229897e36bce1428c016,Neural mechanisms of contextual modulation in the retinal direction selective circuit,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cee40c25e553747e51488f2b27b1d034c8c11f49552ab61c7ec4c1d082746192,batch_009,core_relevant,"['biological_application', 'structure_function_modeling', 'synapse_inference']",0.94,connectomic analysis... microcircuits underlying this contextual sensitivity,Connectomic dissection of retinal direction-selective contextual modulation.,[],False,
work_3d37ba838a2d24ab,3317bfc69d642c3ed93aa011c2dcd64fad6edbf0,unresolved,1,3317bfc69d642c3ed93aa011c2dcd64fad6edbf0,Connectome of memristive nanowire networks through graph theory,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0150783fca27fd805cf558009cdea84b1081eb285d80394067671ac830a31c2e,batch_009,out_of_scope,[],0.92,Connectome of memristive nanowire networks through graph theory,Memristive hardware network graph analysis.,['ambiguous_connectome_usage'],False,
work_3d3ae6ca1c9ae020,e464ab6dcbd43cd59b08ec4fc8dd8af2f382e9e1,unresolved,1,e464ab6dcbd43cd59b08ec4fc8dd8af2f382e9e1,Parallel Transport Tractography,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1c59427052ed91285ba7f66da2a9ca79998fcdf339a45a050e2e06c7261efa69,batch_009,out_of_scope,[],0.96,Tractography... Human Connectome Project,Improved DTI tractography algorithm.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
